size,group,round,id_in_group,split,high,guess,win,payoff,turker,strategy
GoR_2,168,8,2,0,0,10.0,1,1.1,APGX2WZ59OWDN,I tried to guess lower than what I thought it would be
GoR_2,169,1,1,1,1,44.0,1,1.51,ADGE1P244LWYU,
GoR_2,169,1,2,1,1,45.0,0,0.51,A1RW6RIF1MT2YT,
GoR_2,169,2,1,1,1,30.0,0,1.51,ADGE1P244LWYU,
GoR_2,169,2,2,1,1,27.0,1,0.51,A1RW6RIF1MT2YT,
GoR_2,169,3,1,1,1,25.0,1,1.51,ADGE1P244LWYU,
GoR_2,169,3,2,1,1,25.0,1,0.51,A1RW6RIF1MT2YT,
GoR_2,169,4,1,1,1,20.0,1,1.51,ADGE1P244LWYU,
GoR_2,169,4,2,1,1,23.0,0,0.51,A1RW6RIF1MT2YT,
GoR_2,169,5,1,1,1,18.0,1,1.51,ADGE1P244LWYU,
GoR_2,169,5,2,1,1,22.0,0,0.51,A1RW6RIF1MT2YT,
GoR_2,169,6,1,1,1,16.0,1,1.51,ADGE1P244LWYU,
GoR_2,169,6,2,1,1,21.0,0,0.51,A1RW6RIF1MT2YT,
GoR_2,169,7,1,1,1,14.0,1,1.51,ADGE1P244LWYU,
GoR_2,169,7,2,1,1,23.0,0,0.51,A1RW6RIF1MT2YT,
GoR_2,169,8,1,1,1,13.0,1,1.51,ADGE1P244LWYU,"I wanted to be lower than what I thought player two would pick, and slowly decreased my guess as they decreased their guess."
GoR_2,169,8,2,1,1,13.0,1,0.51,A1RW6RIF1MT2YT,I noticed number started to go down so I kept on selecting smaller number than my previous number. 
GoR_2,170,1,1,0,1,50.0,1,2.1,A3VMJIW0DP7007,
GoR_2,170,1,2,0,1,50.0,1,0.81,A2DZ3OFTXRZVNY,
GoR_2,170,2,1,0,1,60.0,1,2.1,A3VMJIW0DP7007,
GoR_2,170,2,2,0,1,95.0,0,0.81,A2DZ3OFTXRZVNY,
GoR_2,170,3,1,0,1,25.0,1,2.1,A3VMJIW0DP7007,
GoR_2,170,3,2,0,1,50.0,0,0.81,A2DZ3OFTXRZVNY,
GoR_2,170,4,1,0,1,75.0,1,2.1,A3VMJIW0DP7007,
GoR_2,170,4,2,0,1,100.0,0,0.81,A2DZ3OFTXRZVNY,
GoR_2,170,5,1,0,1,75.0,0,2.1,A3VMJIW0DP7007,
GoR_2,170,5,2,0,1,1.0,1,0.81,A2DZ3OFTXRZVNY,
GoR_2,170,6,1,0,1,45.0,0,2.1,A3VMJIW0DP7007,
GoR_2,170,6,2,0,1,10.0,1,0.81,A2DZ3OFTXRZVNY,
GoR_2,170,7,1,0,1,25.0,0,2.1,A3VMJIW0DP7007,
GoR_2,170,7,2,0,1,10.0,1,0.81,A2DZ3OFTXRZVNY,
GoR_2,170,8,1,0,1,45.0,0,2.1,A3VMJIW0DP7007,Extrasensory perception
GoR_2,170,8,2,0,1,10.0,1,0.81,A2DZ3OFTXRZVNY,to try and utilize the rules to maximize my benefit
GoR_2,172,1,1,0,1,73.0,1,1.97,ACJACNSX9YZD0,
GoR_2,172,1,2,0,1,89.0,0,1.77,A132H53I8VX2OC,
GoR_2,172,2,1,0,1,77.0,0,1.97,ACJACNSX9YZD0,
GoR_2,172,2,2,0,1,34.0,1,1.77,A132H53I8VX2OC,
GoR_2,172,3,1,0,1,75.0,0,1.97,ACJACNSX9YZD0,
GoR_2,172,3,2,0,1,62.0,1,1.77,A132H53I8VX2OC,
GoR_2,172,4,1,0,1,71.0,0,1.97,ACJACNSX9YZD0,
GoR_2,172,4,2,0,1,12.0,1,1.77,A132H53I8VX2OC,
GoR_2,172,5,1,0,1,71.0,0,1.97,ACJACNSX9YZD0,
GoR_2,172,5,2,0,1,69.0,1,1.77,A132H53I8VX2OC,
GoR_2,172,6,1,0,1,52.0,1,1.97,ACJACNSX9YZD0,
GoR_2,172,6,2,0,1,75.0,0,1.77,A132H53I8VX2OC,
GoR_2,172,7,1,0,1,43.0,1,1.97,ACJACNSX9YZD0,
GoR_2,172,7,2,0,1,48.0,0,1.77,A132H53I8VX2OC,
GoR_2,172,8,1,0,1,29.0,1,1.97,ACJACNSX9YZD0,"I started high, and once I saw that the average was low, I lowered my score to beat out my opponent."
GoR_2,172,8,2,0,1,68.0,0,1.77,A132H53I8VX2OC,I mostly chose random numbers but made sure sometimes to pick high numbers for a good bonus.
GoR_2,173,1,1,1,0,80.0,0,0.68,A2QPMJ4GADLUW2,
GoR_2,173,1,2,1,0,40.0,1,0.9,A317RA15E0SZ4P,
GoR_2,173,2,1,1,0,55.0,0,0.68,A2QPMJ4GADLUW2,
GoR_2,173,2,2,1,0,50.0,1,0.9,A317RA15E0SZ4P,
GoR_2,173,3,1,1,0,5.0,1,0.68,A2QPMJ4GADLUW2,
GoR_2,173,3,2,1,0,50.0,0,0.9,A317RA15E0SZ4P,
GoR_2,173,4,1,1,0,15.0,1,0.68,A2QPMJ4GADLUW2,
GoR_2,173,4,2,1,0,25.0,0,0.9,A317RA15E0SZ4P,
GoR_2,173,5,1,1,0,10.0,1,0.68,A2QPMJ4GADLUW2,
GoR_2,173,5,2,1,0,99.0,0,0.9,A317RA15E0SZ4P,
GoR_2,173,6,1,1,0,16.0,1,0.68,A2QPMJ4GADLUW2,
GoR_2,173,6,2,1,0,25.0,0,0.9,A317RA15E0SZ4P,
GoR_2,173,7,1,1,0,14.0,1,0.68,A2QPMJ4GADLUW2,
GoR_2,173,7,2,1,0,15.0,0,0.9,A317RA15E0SZ4P,
GoR_2,173,8,1,1,0,8.0,1,0.68,A2QPMJ4GADLUW2,I moved to to using lower numbers as it seemed to offer guaranteed payout. I was farther away with the higher numbers and felt like it was too much risk. My partners numbers seemed to drop also and I did not want to put too much distance between us. I might have been more risky if I could develop a strategy with my partner earlier.
GoR_2,173,8,2,1,0,10.0,0,0.9,A317RA15E0SZ4P,"After the first two rounds I noticed that the opponent kept lowering his number. I thought that he might raise it at some point as the payout was tied to the number, but that never happened. Then I kept lowering my number as well, but it never was low enough."
GoR_2,174,1,1,0,0,20.0,1,0.71,A20FYCXV508HM9,
GoR_2,174,1,2,0,0,40.0,0,0.25,AV9KCJ8RNIWRJ,
GoR_2,174,2,1,0,0,20.0,1,0.71,A20FYCXV508HM9,
GoR_2,174,2,2,0,0,40.0,0,0.25,AV9KCJ8RNIWRJ,
GoR_2,174,3,1,0,0,20.0,1,0.71,A20FYCXV508HM9,
GoR_2,174,3,2,0,0,20.0,1,0.25,AV9KCJ8RNIWRJ,
GoR_2,174,4,1,0,0,10.0,1,0.71,A20FYCXV508HM9,
GoR_2,174,4,2,0,0,20.0,0,0.25,AV9KCJ8RNIWRJ,
GoR_2,174,5,1,0,0,20.0,0,0.71,A20FYCXV508HM9,
GoR_2,174,5,2,0,0,5.0,1,0.25,AV9KCJ8RNIWRJ,
GoR_2,174,6,1,0,0,1.0,1,0.71,A20FYCXV508HM9,
GoR_2,174,6,2,0,0,8.0,0,0.25,AV9KCJ8RNIWRJ,
GoR_2,174,7,1,0,0,20.0,0,0.71,A20FYCXV508HM9,
GoR_2,174,7,2,0,0,0.0,1,0.25,AV9KCJ8RNIWRJ,
GoR_2,174,8,1,0,0,0.0,1,0.71,A20FYCXV508HM9,I'm just entered starting 20 and equal and less than 20 by guess
GoR_2,174,8,2,0,0,0.0,1,0.25,AV9KCJ8RNIWRJ,Most of the time who choose lower wins the game. So I tried to reduce the count after loosing each round
GoR_2,175,1,1,0,1,85.0,0,1.43,A1TCLOG8OV3P93,
GoR_2,175,1,2,0,1,50.0,1,1.33,A2ZRJMJTE6ID97,
GoR_2,175,2,1,0,1,50.0,1,1.43,A1TCLOG8OV3P93,
GoR_2,175,2,2,0,1,55.0,0,1.33,A2ZRJMJTE6ID97,
GoR_2,175,3,1,0,1,50.0,0,1.43,A1TCLOG8OV3P93,
GoR_2,175,3,2,0,1,30.0,1,1.33,A2ZRJMJTE6ID97,
GoR_2,175,4,1,0,1,40.0,1,1.43,A1TCLOG8OV3P93,
GoR_2,175,4,2,0,1,45.0,0,1.33,A2ZRJMJTE6ID97,
GoR_2,175,5,1,0,1,35.0,0,1.43,A1TCLOG8OV3P93,
GoR_2,175,5,2,0,1,25.0,1,1.33,A2ZRJMJTE6ID97,
GoR_2,175,6,1,0,1,30.0,0,1.43,A1TCLOG8OV3P93,
GoR_2,175,6,2,0,1,28.0,1,1.33,A2ZRJMJTE6ID97,
GoR_2,175,7,1,0,1,28.0,1,1.43,A1TCLOG8OV3P93,
GoR_2,175,7,2,0,1,30.0,0,1.33,A2ZRJMJTE6ID97,
GoR_2,175,8,1,0,1,25.0,1,1.43,A1TCLOG8OV3P93,use a number close to the average of the last round
GoR_2,175,8,2,0,1,32.0,0,1.33,A2ZRJMJTE6ID97,guess
GoR_2,179,1,1,1,1,45.0,0,1.01,A2W3A42TRMJ861,
GoR_2,179,1,2,1,1,33.0,1,1.01,A2Y8H19KDBK3GK,
GoR_2,179,2,1,1,1,24.0,0,1.01,A2W3A42TRMJ861,
GoR_2,179,2,2,1,1,16.0,1,1.01,A2Y8H19KDBK3GK,
GoR_2,179,3,1,1,1,10.0,1,1.01,A2W3A42TRMJ861,
GoR_2,179,3,2,1,1,20.0,0,1.01,A2Y8H19KDBK3GK,
GoR_2,179,4,1,1,1,6.0,1,1.01,A2W3A42TRMJ861,
GoR_2,179,4,2,1,1,20.0,0,1.01,A2Y8H19KDBK3GK,
GoR_2,179,5,1,1,1,4.0,0,1.01,A2W3A42TRMJ861,
GoR_2,179,5,2,1,1,2.0,1,1.01,A2Y8H19KDBK3GK,
GoR_2,179,6,1,1,1,1.0,1,1.01,A2W3A42TRMJ861,
GoR_2,179,6,2,1,1,1.0,1,1.01,A2Y8H19KDBK3GK,
GoR_2,179,7,1,1,1,1.0,1,1.01,A2W3A42TRMJ861,
GoR_2,179,7,2,1,1,3.0,0,1.01,A2Y8H19KDBK3GK,
GoR_2,179,8,1,1,1,1.0,1,1.01,A2W3A42TRMJ861,"I saw that the average kept on decreasing with each progressing round, so I decided to keep on lowering my guess as that happened."
GoR_2,179,8,2,1,1,1.0,1,1.01,A2Y8H19KDBK3GK,I figured the average would decrease.
GoR_2,181,1,1,1,0,46.0,1,1.98,A2IQ0QCTQ3KWLT,
GoR_2,181,1,2,1,0,87.0,0,0.91,A35QYDS8MRV1EX,
GoR_2,181,2,1,1,0,32.0,1,1.98,A2IQ0QCTQ3KWLT,
GoR_2,181,2,2,1,0,69.0,0,0.91,A35QYDS8MRV1EX,
GoR_2,181,3,1,1,0,53.0,0,1.98,A2IQ0QCTQ3KWLT,
GoR_2,181,3,2,1,0,24.0,1,0.91,A35QYDS8MRV1EX,
GoR_2,181,4,1,1,0,37.0,1,1.98,A2IQ0QCTQ3KWLT,
GoR_2,181,4,2,1,0,45.0,0,0.91,A35QYDS8MRV1EX,
GoR_2,181,5,1,1,0,45.0,1,1.98,A2IQ0QCTQ3KWLT,
GoR_2,181,5,2,1,0,58.0,0,0.91,A35QYDS8MRV1EX,
GoR_2,181,6,1,1,0,38.0,1,1.98,A2IQ0QCTQ3KWLT,
GoR_2,181,6,2,1,0,46.0,0,0.91,A35QYDS8MRV1EX,
GoR_2,181,7,1,1,0,42.0,0,1.98,A2IQ0QCTQ3KWLT,
GoR_2,181,7,2,1,0,32.0,1,0.91,A35QYDS8MRV1EX,
GoR_2,181,8,1,1,0,39.0,0,1.98,A2IQ0QCTQ3KWLT,I went with my gut
GoR_2,181,8,2,1,0,35.0,1,0.91,A35QYDS8MRV1EX,guessing
GoR_2,184,1,1,0,1,20.0,1,1.09,A2AUMGW4F3G1OF,
GoR_2,184,1,2,0,1,33.0,0,0.56,A2M6O2Z15SHWDQ,
GoR_2,184,2,1,0,1,22.0,1,1.09,A2AUMGW4F3G1OF,
GoR_2,184,2,2,0,1,88.0,0,0.56,A2M6O2Z15SHWDQ,
GoR_2,184,3,1,0,1,35.0,1,1.09,A2AUMGW4F3G1OF,
GoR_2,184,3,2,0,1,75.0,0,0.56,A2M6O2Z15SHWDQ,
GoR_2,184,4,1,0,1,40.0,0,1.09,A2AUMGW4F3G1OF,
GoR_2,184,4,2,0,1,23.0,1,0.56,A2M6O2Z15SHWDQ,
GoR_2,184,5,1,0,1,15.0,1,1.09,A2AUMGW4F3G1OF,
GoR_2,184,5,2,0,1,85.0,0,0.56,A2M6O2Z15SHWDQ,
GoR_2,184,6,1,0,1,20.0,0,1.09,A2AUMGW4F3G1OF,
GoR_2,184,6,2,0,1,10.0,1,0.56,A2M6O2Z15SHWDQ,
GoR_2,184,7,1,0,1,17.0,1,1.09,A2AUMGW4F3G1OF,
GoR_2,184,7,2,0,1,35.0,0,0.56,A2M6O2Z15SHWDQ,
GoR_2,184,8,1,0,1,25.0,0,1.09,A2AUMGW4F3G1OF,Stay around what I chose before.
GoR_2,184,8,2,0,1,23.0,1,0.56,A2M6O2Z15SHWDQ,I randomly select the numbers and select the numbers according to previous ones.
GoR_2,185,1,1,0,1,45.0,1,1.82,A5ZX7W5SUM0CO,
GoR_2,185,1,2,0,1,83.0,0,0.45,A3USNBODX2VI5W,
GoR_2,185,2,1,0,1,35.0,1,1.82,A5ZX7W5SUM0CO,
GoR_2,185,2,2,0,1,58.0,0,0.45,A3USNBODX2VI5W,
GoR_2,185,3,1,0,1,44.0,0,1.82,A5ZX7W5SUM0CO,
GoR_2,185,3,2,0,1,27.0,1,0.45,A3USNBODX2VI5W,
GoR_2,185,4,1,0,1,25.0,1,1.82,A5ZX7W5SUM0CO,
GoR_2,185,4,2,0,1,72.0,0,0.45,A3USNBODX2VI5W,
GoR_2,185,5,1,0,1,33.0,1,1.82,A5ZX7W5SUM0CO,
GoR_2,185,5,2,0,1,51.0,0,0.45,A3USNBODX2VI5W,
GoR_2,185,6,1,0,1,22.0,1,1.82,A5ZX7W5SUM0CO,
GoR_2,185,6,2,0,1,41.0,0,0.45,A3USNBODX2VI5W,
GoR_2,185,7,1,0,1,22.0,0,1.82,A5ZX7W5SUM0CO,
GoR_2,185,7,2,0,1,18.0,1,0.45,A3USNBODX2VI5W,
GoR_2,185,8,1,0,1,22.0,1,1.82,A5ZX7W5SUM0CO,Tried to go fairly low in the range 1-100.    Didn't pay too much attention to previous value.
GoR_2,185,8,2,0,1,23.0,0,0.45,A3USNBODX2VI5W,Trying to guess low
GoR_2,186,1,1,0,1,40.0,1,1.35,A3BPTARPGHYU1N,
GoR_2,186,1,2,0,1,72.0,0,1.13,A21UH7SXDBWWUM,
GoR_2,186,2,1,0,1,35.0,1,1.35,A3BPTARPGHYU1N,
GoR_2,186,2,2,0,1,72.0,0,1.13,A21UH7SXDBWWUM,
GoR_2,186,3,1,0,1,50.0,0,1.35,A3BPTARPGHYU1N,
GoR_2,186,3,2,0,1,41.0,1,1.13,A21UH7SXDBWWUM,
GoR_2,186,4,1,0,1,35.0,1,1.35,A3BPTARPGHYU1N,
GoR_2,186,4,2,0,1,48.0,0,1.13,A21UH7SXDBWWUM,
GoR_2,186,5,1,0,1,37.0,0,1.35,A3BPTARPGHYU1N,
GoR_2,186,5,2,0,1,20.0,1,1.13,A21UH7SXDBWWUM,
GoR_2,186,6,1,0,1,40.0,0,1.35,A3BPTARPGHYU1N,
GoR_2,186,6,2,0,1,25.0,1,1.13,A21UH7SXDBWWUM,
GoR_2,186,7,1,0,1,25.0,1,1.35,A3BPTARPGHYU1N,
GoR_2,186,7,2,0,1,30.0,0,1.13,A21UH7SXDBWWUM,
GoR_2,186,8,1,0,1,30.0,0,1.35,A3BPTARPGHYU1N,"I wanted to guess as high as possible, while still going lower than my partner."
GoR_2,186,8,2,0,1,27.0,1,1.13,A21UH7SXDBWWUM,"First I guessed high because if we both did that, we would both earn more money. That didn't work the first time. I tried it again and it still didn't work. I figured that the person was probably going to go higher since I was high for the first two rounds and I decided to undercut him (or her) so I won. Wasn't sure what would happen next, so I went up to meet him (or her) because I thought if we could land on the same number, maybe we'd both get paid, but I lost. I didn't think he would think that I would go down so drastically, so I did just that. But I knew I also wasn't getting a high amount of money. I went a little higher to see if I could still win, but I could see that the bonus amounts were getting progressively lower. I probably should have just kept going down, but that seemed a little defeatest. And then for the last one, I picked a low number that was also my favorite number. "
GoR_2,188,1,1,0,0,45.0,1,0.7,A77GAYCUW92XI,
GoR_2,188,1,2,0,0,66.0,0,0.61,A3R2OKEJ59JRR3,
GoR_2,188,2,1,0,0,15.0,1,0.7,A77GAYCUW92XI,
GoR_2,188,2,2,0,0,38.0,0,0.61,A3R2OKEJ59JRR3,
GoR_2,188,3,1,0,0,67.0,0,0.7,A77GAYCUW92XI,
GoR_2,188,3,2,0,0,5.0,1,0.61,A3R2OKEJ59JRR3,
GoR_2,188,4,1,0,0,62.0,0,0.7,A77GAYCUW92XI,
GoR_2,188,4,2,0,0,10.0,1,0.61,A3R2OKEJ59JRR3,
GoR_2,188,5,1,0,0,65.0,0,0.7,A77GAYCUW92XI,
GoR_2,188,5,2,0,0,12.0,1,0.61,A3R2OKEJ59JRR3,
GoR_2,188,6,1,0,0,25.0,0,0.7,A77GAYCUW92XI,
GoR_2,188,6,2,0,0,20.0,1,0.61,A3R2OKEJ59JRR3,
GoR_2,188,7,1,0,0,20.0,0,0.7,A77GAYCUW92XI,
GoR_2,188,7,2,0,0,14.0,1,0.61,A3R2OKEJ59JRR3,
GoR_2,188,8,1,0,0,10.0,1,0.7,A77GAYCUW92XI,I did go high a few rounds but seemed to keep losing so drop back to a lower answer.
GoR_2,188,8,2,0,0,13.0,0,0.61,A3R2OKEJ59JRR3,I saw the last average and pick number near down or up close to the last average number
GoR_2,192,1,1,0,0,21.0,0,0.75,A2AEY7AGQYBN6X,
GoR_2,192,1,2,0,0,10.0,1,0.83,AVEG2XH7MRL1H,
GoR_2,192,2,1,0,0,55.0,0,0.75,A2AEY7AGQYBN6X,
GoR_2,192,2,2,0,0,30.0,1,0.83,AVEG2XH7MRL1H,
GoR_2,192,3,1,0,0,21.0,1,0.75,A2AEY7AGQYBN6X,
GoR_2,192,3,2,0,0,40.0,0,0.83,AVEG2XH7MRL1H,
GoR_2,192,4,1,0,0,77.0,0,0.75,A2AEY7AGQYBN6X,
GoR_2,192,4,2,0,0,20.0,1,0.83,AVEG2XH7MRL1H,
GoR_2,192,5,1,0,0,22.0,1,0.75,A2AEY7AGQYBN6X,
GoR_2,192,5,2,0,0,30.0,0,0.83,AVEG2XH7MRL1H,
GoR_2,192,6,1,0,0,55.0,0,0.75,A2AEY7AGQYBN6X,
GoR_2,192,6,2,0,0,23.0,1,0.83,AVEG2XH7MRL1H,
GoR_2,192,7,1,0,0,22.0,1,0.75,A2AEY7AGQYBN6X,
GoR_2,192,7,2,0,0,40.0,0,0.83,AVEG2XH7MRL1H,
GoR_2,192,8,1,0,0,10.0,1,0.75,A2AEY7AGQYBN6X,I went high and low
GoR_2,192,8,2,0,0,23.0,0,0.83,AVEG2XH7MRL1H,Secret
GoR_2,194,1,1,1,1,71.0,0,1.25,AOMTL7RWZTP3Z,
GoR_2,194,1,2,1,1,57.0,1,0.75,A363WEW10SUVGP,
GoR_2,194,2,1,1,1,32.0,1,1.25,AOMTL7RWZTP3Z,
GoR_2,194,2,2,1,1,45.0,0,0.75,A363WEW10SUVGP,
GoR_2,194,3,1,1,1,15.0,1,1.25,AOMTL7RWZTP3Z,
GoR_2,194,3,2,1,1,63.0,0,0.75,A363WEW10SUVGP,
GoR_2,194,4,1,1,1,86.0,0,1.25,AOMTL7RWZTP3Z,
GoR_2,194,4,2,1,1,42.0,1,0.75,A363WEW10SUVGP,
GoR_2,194,5,1,1,1,65.0,0,1.25,AOMTL7RWZTP3Z,
GoR_2,194,5,2,1,1,22.0,1,0.75,A363WEW10SUVGP,
GoR_2,194,6,1,1,1,37.0,1,1.25,AOMTL7RWZTP3Z,
GoR_2,194,6,2,1,1,38.0,0,0.75,A363WEW10SUVGP,
GoR_2,194,7,1,1,1,35.0,1,1.25,AOMTL7RWZTP3Z,
GoR_2,194,7,2,1,1,71.0,0,0.75,A363WEW10SUVGP,
GoR_2,194,8,1,1,1,35.0,1,1.25,AOMTL7RWZTP3Z,Random guessing then zeroing in on a target
GoR_2,194,8,2,1,1,44.0,0,0.75,A363WEW10SUVGP,stay close to the middle
GoR_2,196,1,1,0,1,100.0,0,1.2,AUXFTGFNKHP4Z,
GoR_2,196,1,2,0,1,27.0,1,1.42,A3BOY7SUI425MK,
GoR_2,196,2,1,0,1,100.0,0,1.2,AUXFTGFNKHP4Z,
GoR_2,196,2,2,0,1,50.0,1,1.42,A3BOY7SUI425MK,
GoR_2,196,3,1,0,1,65.0,1,1.2,AUXFTGFNKHP4Z,
GoR_2,196,3,2,0,1,100.0,0,1.42,A3BOY7SUI425MK,
GoR_2,196,4,1,0,1,100.0,0,1.2,AUXFTGFNKHP4Z,
GoR_2,196,4,2,0,1,30.0,1,1.42,A3BOY7SUI425MK,
GoR_2,196,5,1,0,1,65.0,0,1.2,AUXFTGFNKHP4Z,
GoR_2,196,5,2,0,1,25.0,1,1.42,A3BOY7SUI425MK,
GoR_2,196,6,1,0,1,45.0,0,1.2,AUXFTGFNKHP4Z,
GoR_2,196,6,2,0,1,10.0,1,1.42,A3BOY7SUI425MK,
GoR_2,196,7,1,0,1,30.0,1,1.2,AUXFTGFNKHP4Z,
GoR_2,196,7,2,0,1,40.0,0,1.42,A3BOY7SUI425MK,
GoR_2,196,8,1,0,1,25.0,1,1.2,AUXFTGFNKHP4Z,"I tried to pick 100 every time, so both me and my team mate would win $1.00, but when they kept picking lower numbers, I switched to picking a slightly lower number each time. "
GoR_2,196,8,2,0,1,30.0,0,1.42,A3BOY7SUI425MK,low numbers
GoR_2,197,1,1,1,1,54.0,0,1.0,AVHZJ2HQJG3NB,
GoR_2,197,1,2,1,1,50.0,1,1.0,A1UMI41YIH6JJS,
GoR_2,197,2,1,1,1,40.0,1,1.0,AVHZJ2HQJG3NB,
GoR_2,197,2,2,1,1,45.0,0,1.0,A1UMI41YIH6JJS,
GoR_2,197,3,1,1,1,35.0,0,1.0,AVHZJ2HQJG3NB,
GoR_2,197,3,2,1,1,30.0,1,1.0,A1UMI41YIH6JJS,
GoR_2,197,4,1,1,1,24.0,0,1.0,AVHZJ2HQJG3NB,
GoR_2,197,4,2,1,1,15.0,1,1.0,A1UMI41YIH6JJS,
GoR_2,197,5,1,1,1,10.0,1,1.0,AVHZJ2HQJG3NB,
GoR_2,197,5,2,1,1,100.0,0,1.0,A1UMI41YIH6JJS,
GoR_2,197,6,1,1,1,21.0,1,1.0,AVHZJ2HQJG3NB,
GoR_2,197,6,2,1,1,80.0,0,1.0,A1UMI41YIH6JJS,
GoR_2,197,7,1,1,1,20.0,1,1.0,AVHZJ2HQJG3NB,
GoR_2,197,7,2,1,1,50.0,0,1.0,A1UMI41YIH6JJS,
GoR_2,197,8,1,1,1,16.0,0,1.0,AVHZJ2HQJG3NB,"I would start getting close to the number from the previous round, and try to be below it."
GoR_2,197,8,2,1,1,10.0,1,1.0,A1UMI41YIH6JJS,Attempted to predict what the other player would pick and based my decision on 2/3 of that average.
GoR_2,201,1,1,0,1,50.0,0,0.4,A29X5S2VA01LJH,
GoR_2,201,1,2,0,1,8.0,1,0.4,A1GVLKQBFS5KZV,
GoR_2,201,2,1,0,1,14.0,0,0.4,A29X5S2VA01LJH,
GoR_2,201,2,2,0,1,3.0,1,0.4,A1GVLKQBFS5KZV,
GoR_2,201,3,1,0,1,8.0,1,0.4,A29X5S2VA01LJH,
GoR_2,201,3,2,0,1,9.0,0,0.4,A1GVLKQBFS5KZV,
GoR_2,201,4,1,0,1,8.0,1,0.4,A29X5S2VA01LJH,
GoR_2,201,4,2,0,1,8.0,1,0.4,A1GVLKQBFS5KZV,
GoR_2,201,5,1,0,1,8.0,1,0.4,A29X5S2VA01LJH,
GoR_2,201,5,2,0,1,8.0,1,0.4,A1GVLKQBFS5KZV,
GoR_2,201,6,1,0,1,8.0,1,0.4,A29X5S2VA01LJH,
GoR_2,201,6,2,0,1,10.0,0,0.4,A1GVLKQBFS5KZV,
GoR_2,201,7,1,0,1,8.0,1,0.4,A29X5S2VA01LJH,
GoR_2,201,7,2,0,1,8.0,1,0.4,A1GVLKQBFS5KZV,
GoR_2,201,8,1,0,1,8.0,0,0.4,A29X5S2VA01LJH,I stuck with the number that kept winning 
GoR_2,201,8,2,0,1,5.0,1,0.4,A1GVLKQBFS5KZV,Chosen my lucky number.
GoR_2,202,1,1,0,0,45.0,1,1.31,ASFR82SJYMGNU,
GoR_2,202,1,2,0,0,50.0,0,0.85,A2AXEFR820QPLQ,
GoR_2,202,2,1,0,0,37.0,1,1.31,ASFR82SJYMGNU,
GoR_2,202,2,2,0,0,55.0,0,0.85,A2AXEFR820QPLQ,
GoR_2,202,3,1,0,0,60.0,0,1.31,ASFR82SJYMGNU,
GoR_2,202,3,2,0,0,25.0,1,0.85,A2AXEFR820QPLQ,
GoR_2,202,4,1,0,0,38.0,0,1.31,ASFR82SJYMGNU,
GoR_2,202,4,2,0,0,30.0,1,0.85,A2AXEFR820QPLQ,
GoR_2,202,5,1,0,0,41.0,0,1.31,ASFR82SJYMGNU,
GoR_2,202,5,2,0,0,30.0,1,0.85,A2AXEFR820QPLQ,
GoR_2,202,6,1,0,0,21.0,1,1.31,ASFR82SJYMGNU,
GoR_2,202,6,2,0,0,30.0,0,0.85,A2AXEFR820QPLQ,
GoR_2,202,7,1,0,0,18.0,1,1.31,ASFR82SJYMGNU,
GoR_2,202,7,2,0,0,25.0,0,0.85,A2AXEFR820QPLQ,
GoR_2,202,8,1,0,0,10.0,1,1.31,ASFR82SJYMGNU,I picked numbers based off what numbers had been picked during the previous rounds. 
GoR_2,202,8,2,0,0,15.0,0,0.85,A2AXEFR820QPLQ,I just guessed.
GoR_2,203,1,1,1,1,70.0,1,1.0,A1UNHWWHOUKI8J,
GoR_2,203,1,2,1,1,77.0,0,1.0,A1XIIHV1GTI97H,
GoR_2,203,2,1,1,1,80.0,0,1.0,A1UNHWWHOUKI8J,
GoR_2,203,2,2,1,1,45.0,1,1.0,A1XIIHV1GTI97H,
GoR_2,203,3,1,1,1,10.0,1,1.0,A1UNHWWHOUKI8J,
GoR_2,203,3,2,1,1,55.0,0,1.0,A1XIIHV1GTI97H,
GoR_2,203,4,1,1,1,60.0,0,1.0,A1UNHWWHOUKI8J,
GoR_2,203,4,2,1,1,39.0,1,1.0,A1XIIHV1GTI97H,
GoR_2,203,5,1,1,1,50.0,1,1.0,A1UNHWWHOUKI8J,
GoR_2,203,5,2,1,1,83.0,0,1.0,A1XIIHV1GTI97H,
GoR_2,203,6,1,1,1,60.0,0,1.0,A1UNHWWHOUKI8J,
GoR_2,203,6,2,1,1,30.0,1,1.0,A1XIIHV1GTI97H,
GoR_2,203,7,1,1,1,45.0,0,1.0,A1UNHWWHOUKI8J,
GoR_2,203,7,2,1,1,30.0,1,1.0,A1XIIHV1GTI97H,
GoR_2,203,8,1,1,1,15.0,1,1.0,A1UNHWWHOUKI8J,I watched the average guess of the other players and made my decision based on what I think they would do next.
GoR_2,203,8,2,1,1,30.0,0,1.0,A1XIIHV1GTI97H,The strategy was I try to choose odd numbers from ascending to descending.
GoR_2,209,1,1,0,0,48.0,0,0.75,A3NILXB4J3BO09,
GoR_2,209,1,2,0,0,10.0,1,1.0,A3KPKN8TY7L3BD,
GoR_2,209,2,1,0,0,30.0,0,0.75,A3NILXB4J3BO09,
GoR_2,209,2,2,0,0,20.0,1,1.0,A3KPKN8TY7L3BD,
GoR_2,209,3,1,0,0,20.0,1,0.75,A3NILXB4J3BO09,
GoR_2,209,3,2,0,0,20.0,1,1.0,A3KPKN8TY7L3BD,
GoR_2,209,4,1,0,0,20.0,1,0.75,A3NILXB4J3BO09,
