participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.guess,player.confirm,player.guess_percent_diff,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,subsession.true_number_of_dots,subsession.image_path,subsession.worker_running,subsession.last_worker_activity,subsession.number_of_people_going_to_wait,subsession.last_prewait_check,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
125,l09l00d2,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:00:37.233384+00:00,1,A1QRZ598G3VKYU,34FNN24DCNSB3TI8SV9P2MD96LC5YB,0.00,125,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
126,g63snxb1,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:00:37.946103+00:00,1,A2V1BU0DV71Y7N,3F0BG9B9MQ6QQXWRGOOM06R5XR6Y7I,0.70,126,53,[185],175,1,0.182432432432432,,2018-08-14 21:21:43.639363+00:00,211,0.7,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
127,ohhyvjh2,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:00:38.982315+00:00,1,A1F1OZ54G177D8,34Z02EIMITWGR0XDLJGEDAP3ABJ0TW,0.84,127,40,[147],125,1,0.155405405405405,,2018-08-14 21:08:38.613592+00:00,253,0.84,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
128,vw2l1pm7,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:00:40.140015+00:00,1,AQWV4866H1PFQ,3OUYGIZWR8HIZ846427U80O6L8Y0PR,1.76,128,35,[135],150,1,0.0135135135135135,,2018-08-14 21:03:35.209379+00:00,226,0.76,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
129,lybm8ijz,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:00:40.778544+00:00,1,A1BHR5XQ16T7LA,3HMIGG0U4MPUQB1AQTGSE6N08BCY85,0.00,129,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
130,j23u45yc,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-14 21:01:01.007998+00:00,1,A3F02KQZEL4IO,3VSOLARPKCSTODNW60TGO8MYJG039U,0.00,130,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
131,cehh23k5,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:01:15.098527+00:00,1,A142K2FU0YWNSC,3T3IWE1XG764FT2C2HATSGGLNFGQTJ,0.00,131,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
132,mmqlk6hs,,0,18,20,dots,1,WaitingRoom,172.16.176.137,2018-08-14 21:01:20.090922+00:00,1,A1DJS7CLACT2NJ,30IQTZXKALPN8H6XQTHB2DA9N770XF,0.00,132,0,,,0,,,2018-08-14 21:02:00.975858+00:00,0,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
133,xzdjrqre,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-14 21:01:21.256069+00:00,1,AZEGZ5ZVM6P5A,3Y9N9SS8LZU5R30DIGYIA45OA1F3DB,0.00,133,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
134,zs5uji8j,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:01:54.706109+00:00,1,A2FOXGYDJRHL7L,3Y9N9SS8LZU5R30DIGYIA45OA1F3DB,0.00,134,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
135,wid85bvg,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:01:59.417731+00:00,1,A2XGOBIWUDYLOT,3UWN2HHPUZOIXWC5XPDMEHPUGLFNS4,0.00,135,34,[124],152,0,,,2018-08-14 21:02:07.131728+00:00,186,0.62,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
136,u5h81syp,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:02:44.576086+00:00,1,A3QLAU9OT3V993,3IRIK4HM3B3UJUHH1M15X1ZQZS56CK,0.00,136,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
137,jy8y21h6,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:02:47.433095+00:00,1,AAIQLE701DI9U,3T3IWE1XG764FT2C2HATSGGLNFGQTJ,1.80,137,36,[128],137,1,0.0743243243243243,,2018-08-14 21:04:21.908730+00:00,240,0.8,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
138,d3q8ppt0,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:03:26.796823+00:00,1,A3GPIQ28FE1ECF,3E7TUJ2EGD5R65PTZPZS1H8AATP9DY,0.00,138,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
139,l5ujei46,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-14 21:03:50.462796+00:00,1,A119OPW2XJKU8P,3Z3ZLGNNSJDZGC4IN242A3CNTG43QG,0.00,139,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
140,d9rcwejb,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:04:04.531533+00:00,1,A16TGRE9ED6S4F,3CFVK00FWM4NMYBNEZU40KPDT1J6L0,0.00,140,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
141,ol8kiblg,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:04:07.182122+00:00,1,ACQ0GCZ4D9YHJ,3IRIK4HM3B3UJUHH1M15X1ZQZS56CK,0.00,141,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
142,mw5mpeel,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:04:42.023156+00:00,1,A1XPZSR1885W4O,32SCWG5HIINDDJQL6RNBH1YXYBK6PY,0.00,142,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
143,it12fqou,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:05:34.633490+00:00,1,A2W43TRFSA8CMO,32SCWG5HIINDDJQL6RNBH1YXYBK6PY,0.00,143,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
144,us4prqyx,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:05:39.132044+00:00,1,A2AU2E2E9A0I1,3K3R2QNK8CMDN70FLKPHBHCYWTK9U8,1.78,144,38,[120],135,1,0.0878378378378378,,2018-08-14 21:06:25.230451+00:00,234,0.78,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
145,wxlhme7z,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:06:18.651904+00:00,1,A1D3QRG52OISSR,3E7TUJ2EGD5R65PTZPZS1H8AATP9DY,1.37,145,70,[210],160,1,0.0810810810810811,,2018-08-14 21:38:55.771447+00:00,111,0.37,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
146,fugsnabb,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-14 21:06:35.230014+00:00,1,A2IFZ6L86C5QYW,3XXU1SWE8NEBC4Y4FJPXI5ZBMMYA0L,0.00,146,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
147,xowetuhh,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:07:01.997461+00:00,1,A2V92I94TN0TX7,3RKNTXVS3NHSBSG5YKCZU8PO3YEA41,0.73,147,39,[144],180,1,0.216216216216216,,2018-08-14 21:07:30.504686+00:00,218,0.73,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
148,0j6ls61k,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:07:18.972874+00:00,1,ABI1EI8UQK6LK,39PAAFCODNJWK1YTOG43Y3FT47VTVG,0.00,148,39,[147],,0,,,2018-08-14 21:07:38.080482+00:00,248,0.83,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
149,1u3yik44,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:07:26.605235+00:00,1,AIY63QQN9GFWC,3NKQQ8O39ZOPQXDWX0UJXDVONEZDUT,0.00,149,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
150,8deen136,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:07:35.090570+00:00,1,A3HHDPKL3O3O7Y,3IQ1VMJRYU3T8YMHFF8QBG04PQSA9X,0.00,150,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
151,piua9h8p,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:07:42.774548+00:00,1,A3P57IUDHUKNCE,37ZHEEHM6X5PAUZ3R3VWACVSOQC73M,0.00,151,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
152,xwvi4ntb,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:08:21.611351+00:00,1,A2HR7ZIX42FEPG,38JBBYETQPTV15XHEPELQRFFODC4EQ,0.00,152,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
153,w4sc2wqb,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:08:27.285140+00:00,1,ABF3ITT2M64ZM,3HVVDCPGTFBDOVTYTRRN52JNMOXTYP,0.00,153,0,,,0,,1,2018-08-14 21:09:26.331913+00:00,35,0.12,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
154,7ou5j0qz,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:08:35.304854+00:00,1,A5E2P5F1AXYZ1,33F859I567WR6E9SJ5WEJ8IYQLLBHJ,0.00,154,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
155,dhk888wg,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:08:37.037922+00:00,1,A26ZPHWOYLBRUS,345LHZDEDYBR85BZ4BO7K49CW19U3B,0.00,155,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
156,9msd5rj9,,0,18,20,dots,1,WaitingRoom,172.16.176.137,2018-08-14 21:08:47.933571+00:00,1,A2H1LSCTU7Z0TO,37TRT2X24RANXK4I75ZZVLYD3DPBJO,0.00,156,0,,,0,,,2018-08-14 21:19:29.109575+00:00,0,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
157,6oaw3jtb,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:09:01.881896+00:00,1,A2CWJRAEFZ44HU,3GLB5JMZFYE6LFC1DV52TYUXE6KGDW,0.00,157,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
158,zwgqzkon,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:09:12.573791+00:00,1,A1PUHCEBSOWETV,3MAOD8E57RTQTDY4RZJ9DP6MV0FXNK,1.84,158,41,[127],150,1,0.0135135135135135,,2018-08-14 21:09:26.334322+00:00,251,0.84,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
159,vqvj11lk,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:09:20.723646+00:00,1,A3W1WV731SLD7X,37M28K1J0RWIEAZQ1RZ30AE7LV4AJS,0.00,159,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
160,d2d4nida,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:09:24.165577+00:00,1,A3GFGPPC495SPO,3QHK8ZVMIN1TSASIAQBCB0B572UBLQ,1.79,160,42,[158],136,1,0.0810810810810811,,2018-08-14 21:10:23.643726+00:00,236,0.79,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
161,g0hbavxz,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:09:37.372735+00:00,1,A27QBHT6EAY59H,3ZPPDN2SLWFWYB3TVKAC7ZQVA5QE9W,0.00,161,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
162,eb9ishlv,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:09:41.175762+00:00,1,A298GIPCZXADJM,3DQQ64TANH4B7Y5RX90FFVXAMDCWPO,0.00,162,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
163,h54dorea,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:10:10.328301+00:00,1,A3R71HP45TBQ7O,37ZHEEHM6X5PAUZ3R3VWACVSOQC73M,0.00,163,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
164,zxwmd90y,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:10:32.046132+00:00,1,A3908297ZI3LES,3WJEQKOXA9LBJTJMB2TXWAILRE41AF,0.02,164,63,[122],99,1,0.331081081081081,,2018-08-14 21:35:42.486948+00:00,5,0.02,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
165,isr5zprd,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:10:54.460902+00:00,1,A1RQXF5O279XFQ,3OWEPKL08AVWEYSD9MFBJQTYT737N2,1.80,165,43,[160],150,1,0.0135135135135135,,2018-08-14 21:11:18.241908+00:00,239,0.8,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
166,7ii7dp0h,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:11:04.670965+00:00,1,A3LPMHN6O81VMS,3B1NLC6UG0FFACFRI4WXTSBMSPNGPA,0.00,166,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
167,6zc1mdma,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-14 21:11:11.958039+00:00,1,A3C3BAOK8BLHLQ,3HFNH7HEMIX0AOG6IHBMTX1WXL9GQ1,0.00,167,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
168,trmb9q01,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:11:59.810975+00:00,1,AGQPTDG6ZF3T3,3B1NLC6UG0FFACFRI4WXTSBMSPNGPA,0.00,168,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
169,dpwh00tb,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-14 21:12:23.269889+00:00,1,AIUKV0KVALMY6,3NGI5ARFTUOI6XPO0LBUM57GQ04P1J,0.00,169,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
170,dimikp50,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:14:06.318379+00:00,1,A1F01FVEPYCPHO,3OHYZ19UGDOWFLQNH4R886VTKPEAOB,0.59,170,46,[117],200,1,0.351351351351351,,2018-08-14 21:14:13.706410+00:00,176,0.59,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
171,qn5v8q6x,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:14:06.498448+00:00,1,A259UZJQOOVE4V,3VD82FOHKR7K80NL1INZE1LHKSZCOF,0.37,171,48,[115],133,1,0.101351351351351,,2018-08-14 21:16:20.790841+00:00,111,0.37,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
172,dcs2j7tf,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-14 21:15:55.208615+00:00,1,A1UX8EOTJR3A6X,3URFVVM1661STYISPIJGO5ERBW9UZ9,0.00,172,49,[174],,0,,,2018-08-14 21:17:51.884353+00:00,143,0.48,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
