participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.company_history,player.drawn_items_history,player.decision_history,player.results_calculated,player.drawn_item,player.rand_val,player.choice_of_steps,player.choice_of_trade,player.choice_of_number_of_shares,player.price_at_start_of_round,player.price_at_end_of_round,player.price_change,player.payoff,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
22,pu8iu4ks,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.870101+00:00,1,,,5837.84,17,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, true, false, true, true, false]","[false, false, false, false, false, false]",1,1,,6,0,50,69.88404292,66.78748098,-3.096561942,154.83,154.83,1,5,1kmdkvep,,,,,,0
23,i0bsf6ef,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:19.983968+00:00,1,,,6652.85,13,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, true], [false, false, true]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,8,0,100,98.44487301,93.66143663,-4.78343638,478.34,478.34,1,5,1kmdkvep,,,,,,0
1,n7v08ev1,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.166877+00:00,1,,,4458.88,17,"[[true, true, false], [true, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[true, true, false, false, true, false]","[false, false, false, false, false, false]",1,1,,6,0,40,66.78748098,63.77269409,-3.014786891,120.59,120.59,1,6,1kmdkvep,,,,,,0
2,03h6p7k2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.282588+00:00,1,,,5261.8,14,"[[true, false, true], [true, true, true], [true, true, true], [true, true, true], [false, true, true], [false, true, true]]","[false, true, true, true, true, false]","[false, false, true, true, true, true]",1,0,,6,0,90,97.37054956,98.82526557,1.45471601,-130.92,-130.92,1,6,1kmdkvep,,,,,,0
3,s74rgywl,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.252454+00:00,1,,,11688.51,2,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[false, false, false, false, true, false]","[false, false, false, false, false, false]",1,0,,2,0,201,61.20071425,58.50115075,-2.699563506,542.61,542.61,1,6,1kmdkvep,,,,,,0
4,psxiv44l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.333471+00:00,1,,,7693.13,3,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [true, false, false], [true, true, false]]","[false, false, false, false, true, false]","[false, false, false, false, false, true]",1,0,,6,0,97,114.365313,110.5981196,-3.767193411,365.42,365.42,1,6,1kmdkvep,,,,,,0
5,liz3as6s,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.367539+00:00,1,,,5359.82,16,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[false, false, true, true, false, true]","[true, false, true, true, true, false]",1,0,,3,1,60,133.750546,135.7354041,1.984858103,119.09,119.09,1,6,1kmdkvep,,,,,,0
6,o1h7oliv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.421197+00:00,1,,,7220.66,1,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, true, false, false, false]","[false, false, false, false, false, false]",1,0,,3,0,66,152.5255417,146.4733282,-6.052213495,399.45,399.45,1,6,1kmdkvep,,,,,,0
7,pgf2ji7r,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.504222+00:00,1,,,8437.37,22,"[[false, true, true], [false, true, true], [false, true, true], [false, false, true], [false, false, true], [true, false, true]]","[true, true, false, true, true, true]","[true, true, true, false, true, true]",1,1,,10,1,64,171.094958,176.491293,5.396334975,345.37,345.37,1,6,1kmdkvep,,,,,,0
8,kdnrkjag,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.565427+00:00,1,,,10020.91,7,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,5,0,100,110.7128615,105.345502,-5.367359526,536.74,536.74,1,6,1kmdkvep,,,,,,0
9,kmb6x265,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.575057+00:00,1,,,9818.8,6,"[[false, true, true], [false, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, false, false, true, true, true]","[true, true, true, true, true, true]",1,0,,3,1,122,93.27954632,96.81484112,3.535294805,431.31,431.31,1,6,1kmdkvep,,,,,,0
10,3e5jndoo,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.642931+00:00,1,,,6548.22,21,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, true, true, true, true, true]","[false, false, true, true, true, true]",1,1,,7,0,50,93.65878246,94.31064758,0.651865126,-32.59,-32.59,1,6,1kmdkvep,,,,,,0
11,24kwwpa2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.743894+00:00,1,,,6996.93,23,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [false, false, true], [false, false, true]]","[true, true, true, false, true, true]","[true, true, true, true, true, true]",1,1,,6,1,70,123.1031541,128.7326613,5.629507237,394.07,394.07,1,6,1kmdkvep,,,,,,0
12,hpw3ngxf,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.717830+00:00,1,,,6379.86,4,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,3,0,40,116.3498344,110.9733085,-5.376525847,215.06,215.06,1,6,1kmdkvep,,,,,,0
13,q0taiwwg,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.912203+00:00,1,,,8695.58,8,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, true, false, false, true]","[false, false, false, false, false, false]",1,0,,2,0,70,137.730736,131.806937,-5.923798956,414.67,414.67,1,6,1kmdkvep,,,,,,0
14,e2nca5u8,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.146234+00:00,1,,,6020.58,15,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[false, true, false, false, true, false]","[true, false, true, false, false, true]",1,0,,4,1,112,94.36100523,94.24211036,-0.118894867,-13.32,-13.32,1,6,1kmdkvep,,,,,,0
15,csalb3iq,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.011393+00:00,1,,,5686.23,13,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, false, false, true]","[false, false, false, false, false, false]",1,0,,8,0,90,93.66143663,89.02238568,-4.639050957,417.51,417.51,1,6,1kmdkvep,,,,,,0
16,i13yipgv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.088181+00:00,1,,,7801.87,12,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, true, true, false, false, false]","[true, true, true, true, true, false]",1,0,,3,1,100,100.1441398,102.9301498,2.786009969,278.6,278.6,1,6,1kmdkvep,,,,,,0
17,1thfefg4,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.345903+00:00,1,,,5316.05,18,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, false, true, true, false, true]","[true, true, true, true, true, true]",1,1,,5,1,45,109.9456154,114.907461,4.961845623,223.28,223.28,1,6,1kmdkvep,,,,,,0
18,qxbv12yy,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.308701+00:00,1,,,3227.03,9,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[false, true, false, false, false, false]","[false, false, false, false, false, false]",1,0,,4,0,60,115.1401855,109.9876622,-5.152523301,309.15,309.15,1,6,1kmdkvep,,,,,,0
19,clpwqai9,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.576332+00:00,1,,,7152.23,19,"[[true, false, false], [true, false, false], [true, false, false], [false, false, false], [false, false, false], [false, false, false]]","[true, true, false, false, false, false]","[false, false, true, false, false, false]",1,1,,7,0,106,102.6347908,99.32481876,-3.309972002,350.86,350.86,1,6,1kmdkvep,,,,,,0
20,0evsw7pn,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.338968+00:00,1,,,8026.68,20,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,4,1,122,100.36744,104.1412557,3.773815743,460.41,460.41,1,6,1kmdkvep,,,,,,0
21,ib1s3w5l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.448985+00:00,1,,,3087.51,11,"[[false, false, false], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [true, false, true]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,2,0,15,145.2140386,138.8986801,-6.31535854,94.73,94.73,1,6,1kmdkvep,,,,,,0
22,pu8iu4ks,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.870101+00:00,1,,,5837.84,5,"[[false, false, true], [false, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, false, true, true, true, true]","[false, true, false, false, false, true]",1,1,,3,0,70,90.91335716,88.84598742,-2.067369742,144.72,144.72,1,6,1kmdkvep,,,,,,0
23,i0bsf6ef,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:19.983968+00:00,1,,,6652.85,10,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[false, false, false, false, true, true]","[true, true, true, true, true, true]",1,0,,5,1,70,83.67237988,87.96393625,4.291556364,300.41,300.41,1,6,1kmdkvep,,,,,,0
1,n7v08ev1,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.166877+00:00,1,,,4458.88,7,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,5,0,60,105.345502,100.1087771,-5.236724903,314.2,314.2,1,7,1kmdkvep,,,,,,0
2,03h6p7k2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.282588+00:00,1,,,5261.8,17,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[false, false, false, false, false, true]","[false, false, false, false, false, false]",1,0,,6,0,80,63.77269409,60.69885023,-3.073843855,245.91,245.91,1,7,1kmdkvep,,,,,,0
3,s74rgywl,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.252454+00:00,1,,,11688.51,20,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, true, false, true, true, false]","[true, false, true, false, true, true]",1,0,,4,1,123,104.1412557,106.0418336,1.900577917,233.77,233.77,1,7,1kmdkvep,,,,,,0
4,psxiv44l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.333471+00:00,1,,,7693.13,22,"[[true, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, true, false, false]","[true, true, true, true, true, true]",1,0,,10,1,35,176.491293,184.0592396,7.567946642,264.88,264.88,1,7,1kmdkvep,,,,,,0
5,liz3as6s,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.367539+00:00,1,,,5359.82,2,"[[false, true, true], [false, true, true], [false, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, false, true, true, true, true]","[true, false, false, false, true, true]",1,1,,2,1,50,58.50115075,58.666709,0.165558257,8.28,8.28,1,7,1kmdkvep,,,,,,0
6,o1h7oliv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.421197+00:00,1,,,7220.66,12,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, true, false, false]","[false, false, false, false, false, false]",1,0,,3,0,50,102.9301498,98.33123067,-4.598919091,229.95,229.95,1,7,1kmdkvep,,,,,,0
7,pgf2ji7r,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.504222+00:00,1,,,8437.37,13,"[[false, false, true], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,8,0,127,89.02238568,85.08047444,-3.941911238,500.62,500.62,1,7,1kmdkvep,,,,,,0
8,kdnrkjag,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.565427+00:00,1,,,10020.91,3,"[[false, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[false, true, true, true, false, true]","[false, false, true, true, true, false]",1,0,,6,0,105,110.5981196,110.1833766,-0.414742948,43.55,43.55,1,7,1kmdkvep,,,,,,0
9,kmb6x265,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.575057+00:00,1,,,9818.8,23,"[[false, false, true], [false, false, true], [true, false, true], [true, false, true], [false, false, true], [false, false, true]]","[false, false, true, false, false, false]","[true, false, false, true, false, false]",1,0,,6,1,91,128.7326613,127.4092896,-1.323371759,-120.43,-120.43,1,7,1kmdkvep,,,,,,0
10,3e5jndoo,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.642931+00:00,1,,,6548.22,1,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,3,0,70,146.4733282,140.0636554,-6.409672843,448.68,448.68,1,7,1kmdkvep,,,,,,0
11,24kwwpa2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.743894+00:00,1,,,6996.93,4,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,3,0,97,110.9733085,106.1248847,-4.84842385,470.3,470.3,1,7,1kmdkvep,,,,,,0
12,hpw3ngxf,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.717830+00:00,1,,,6379.86,8,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[true, true, true, false, false, false]","[true, false, true, true, false, false]",1,1,,2,1,10,131.806937,131.5077353,-0.299201747,-2.99,-2.99,1,7,1kmdkvep,,,,,,0
13,q0taiwwg,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.912203+00:00,1,,,8695.58,5,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, true, false, true, true, true]","[true, true, true, true, true, true]",1,1,,3,1,50,88.84598742,92.9515605,4.105573079,205.28,205.28,1,7,1kmdkvep,,,,,,0
14,e2nca5u8,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.146234+00:00,1,,,6020.58,15,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[false, false, false, false, true, true]","[false, false, false, false, false, true]",1,0,,4,0,90,94.24211036,91.92846655,-2.313643809,208.23,208.23,1,7,1kmdkvep,,,,,,0
15,csalb3iq,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.011393+00:00,1,,,5686.23,6,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,3,1,95,96.81484112,101.3583616,4.543520494,431.63,431.63,1,7,1kmdkvep,,,,,,0
16,i13yipgv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.088181+00:00,1,,,7801.87,11,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, true, true, false, false, true]","[false, false, false, false, false, false]",1,0,,2,0,80,138.8986801,131.432876,-7.465804055,597.26,597.26,1,7,1kmdkvep,,,,,,0
17,1thfefg4,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.345903+00:00,1,,,5316.05,14,"[[false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, true, true]]","[true, true, true, true, false, true]","[true, true, true, true, true, false]",1,1,,6,1,60,98.82526557,101.3976872,2.572421663,154.35,154.35,1,7,1kmdkvep,,,,,,0
18,qxbv12yy,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.308701+00:00,1,,,3227.03,9,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[false, false, true, true, false, false]","[false, false, false, false, false, false]",1,0,,4,0,60,109.9876622,105.1108092,-4.876852941,292.61,292.61,1,7,1kmdkvep,,,,,,0
19,clpwqai9,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.576332+00:00,1,,,7152.23,16,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[true, true, false, true, true, true]","[true, true, true, true, true, true]",1,1,,3,1,20,135.7354041,141.8190649,6.083660813,121.67,121.67,1,7,1kmdkvep,,,,,,0
20,0evsw7pn,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.338968+00:00,1,,,8026.68,21,"[[true, false, true], [true, false, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,7,1,135,94.31064758,99.05164384,4.740996254,640.03,640.03,1,7,1kmdkvep,,,,,,0
21,ib1s3w5l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.448985+00:00,1,,,3087.51,10,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[false, true, false, false, false, false]","[false, true, true, false, false, false]",1,0,,5,0,10,87.96393625,86.39377998,-1.570156262,15.7,15.7,1,7,1kmdkvep,,,,,,0
22,pu8iu4ks,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.870101+00:00,1,,,5837.84,18,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, true, true, false, false, false]","[true, false, true, true, true, false]",1,0,,5,1,50,114.907461,116.2679654,1.360504338,68.03,68.03,1,7,1kmdkvep,,,,,,0
23,i0bsf6ef,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:19.983968+00:00,1,,,6652.85,19,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, true]]","[false, false, false, false, false, true]","[false, false, false, false, false, false]",1,0,,7,0,80,99.32481876,94.74594461,-4.578874145,366.31,366.31,1,7,1kmdkvep,,,,,,0
1,n7v08ev1,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.166877+00:00,1,,,4458.88,9,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[false, false, false, false, true, false]","[false, false, false, false, false, false]",1,0,,4,0,50,105.1108092,100.5647667,-4.5460425,227.3,227.3,1,8,1kmdkvep,,,,,,0
2,03h6p7k2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.282588+00:00,1,,,5261.8,16,"[[true, false, false], [true, false, false], [true, false, false], [true, true, false], [true, true, false], [true, true, false]]","[true, true, false, true, false, true]","[true, true, true, false, true, true]",1,1,,3,1,75,141.8190649,146.5586581,4.73959315,355.47,355.47,1,8,1kmdkvep,,,,,,0
3,s74rgywl,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.252454+00:00,1,,,11688.51,23,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[true, false, false, true, false, false]","[false, false, false, false, false, false]",1,1,,6,0,102,127.4092896,121.256695,-6.152594594,627.56,627.56,1,8,1kmdkvep,,,,,,0
4,psxiv44l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.333471+00:00,1,,,7693.13,5,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, true, true, false, false, false]","[true, true, true, true, true, true]",1,1,,3,1,127,92.9515605,97.86869805,4.91713755,624.48,624.48,1,8,1kmdkvep,,,,,,0
5,liz3as6s,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.367539+00:00,1,,,5359.82,11,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, true, false, true, true, true]","[false, false, true, false, false, false]",1,0,,2,0,64,131.432876,127.4320593,-4.000816747,256.05,256.05,1,8,1kmdkvep,,,,,,0
6,o1h7oliv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.421197+00:00,1,,,7220.66,7,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, false], [false, false, false]]","[false, false, true, false, false, false]","[false, false, false, false, false, false]",1,0,,5,0,100,100.1087771,95.85415405,-4.254623026,425.46,425.46,1,8,1kmdkvep,,,,,,0
7,pgf2ji7r,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.504222+00:00,1,,,8437.37,8,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[true, true, false, false, false, false]","[true, true, true, false, false, false]",1,1,,2,1,15,131.5077353,131.2210484,-0.286686863,-4.3,-4.3,1,8,1kmdkvep,,,,,,0
8,kdnrkjag,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.565427+00:00,1,,,10020.91,17,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[false, false, true, true, false, false]","[false, false, false, false, true, false]",1,0,,6,0,192,60.69885023,58.56649962,-2.132350609,409.41,409.41,1,8,1kmdkvep,,,,,,0
9,kmb6x265,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.575057+00:00,1,,,9818.8,21,"[[true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,7,1,118,99.05164384,104.2508646,5.199220785,613.51,613.51,1,8,1kmdkvep,,,,,,0
10,3e5jndoo,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.642931+00:00,1,,,6548.22,6,"[[true, false, true], [true, false, true], [true, false, true], [false, false, true], [false, false, true], [false, false, true]]","[true, false, true, false, true, false]","[true, true, true, true, true, true]",1,1,,3,1,70,101.3583616,105.9955067,4.637145044,324.6,324.6,1,8,1kmdkvep,,,,,,0
11,24kwwpa2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.743894+00:00,1,,,6996.93,19,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,7,0,119,94.74594461,90.20950878,-4.536435828,539.84,539.84,1,8,1kmdkvep,,,,,,0
12,hpw3ngxf,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.717830+00:00,1,,,6379.86,15,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[true, false, true, false, true, false]","[true, true, false, true, true, true]",1,1,,4,1,50,91.92846655,94.61185849,2.683391939,134.17,134.17,1,8,1kmdkvep,,,,,,0
13,q0taiwwg,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.912203+00:00,1,,,8695.58,10,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, true, false], [true, true, false]]","[true, false, true, false, true, true]","[false, false, false, true, false, false]",1,1,,5,0,50,86.39377998,83.94192451,-2.451855476,122.59,122.59,1,8,1kmdkvep,,,,,,0
14,e2nca5u8,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.146234+00:00,1,,,6020.58,3,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[false, true, false, true, true, false]","[false, false, true, false, true, true]",1,0,,6,0,98,110.1833766,110.0974336,-0.085943034,8.42,8.42,1,8,1kmdkvep,,,,,,0
15,csalb3iq,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.011393+00:00,1,,,5686.23,14,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, false, false, false]","[true, false, false, false, false, false]",1,0,,6,1,65,101.3976872,98.4399167,-2.957770537,-192.26,-192.26,1,8,1kmdkvep,,,,,,0
16,i13yipgv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.088181+00:00,1,,,7801.87,18,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, true, false, true, true, true]","[true, true, true, false, true, true]",1,1,,5,1,20,116.2679654,119.4746358,3.206670484,64.13,64.13,1,8,1kmdkvep,,,,,,0
17,1thfefg4,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.345903+00:00,1,,,5316.05,2,"[[true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,2,1,100,58.666709,61.72383121,3.057122206,305.71,305.71,1,8,1kmdkvep,,,,,,0
18,qxbv12yy,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.308701+00:00,1,,,3227.03,1,"[[false, false, true], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[true, false, false, false, false, false]","[true, false, false, false, false, false]",1,1,,3,1,35,140.0636554,136.7413455,-3.322309906,-116.28,-116.28,1,8,1kmdkvep,,,,,,0
19,clpwqai9,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.576332+00:00,1,,,7152.23,13,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,8,0,133,85.08047444,80.99746247,-4.083011968,543.04,543.04,1,8,1kmdkvep,,,,,,0
20,0evsw7pn,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.338968+00:00,1,,,8026.68,12,"[[false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, true, false]]","[true, true, true, true, true, false]","[true, false, false, false, false, false]",1,1,,3,1,136,98.33123067,95.83460072,-2.496629947,-339.54,-339.54,1,8,1kmdkvep,,,,,,0
