participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.arrival_time,player.choice,player.strategy_cafeteria_dilemma,player.certainty,player.payoff,group.id_in_subsession,group.payoff,group.game_lost,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,s2v1zcqn,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.516788+00:00,1,,,0.00,2,9.07,,,,0.00,7,,0,6,fyptkje0,,,,,,0
12,nu8o2swh,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.576658+00:00,1,,,0.00,1,8.43,,,,0.00,6,,0,6,fyptkje0,,,,,,0
13,159gpzd4,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.520660+00:00,1,,,0.00,1,8.37,,,,0.00,5,,0,6,fyptkje0,,,,,,0
14,e21iscw2,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.649094+00:00,1,,,0.00,1,9.02,,,,0.00,7,,0,6,fyptkje0,,,,,,0
15,7s3bligd,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.764059+00:00,1,,,0.00,2,8.4,,,,0.00,10,,0,6,fyptkje0,,,,,,0
16,bykdp3te,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.727545+00:00,1,,,0.00,1,9.04,,,,0.00,8,,0,6,fyptkje0,,,,,,0
17,j6hxj966,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.765419+00:00,1,,,0.00,2,8.49,,,,0.00,9,,0,6,fyptkje0,,,,,,0
18,1ytqcxjx,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.919556+00:00,1,,,0.00,1,8.35,,,,0.00,10,,0,6,fyptkje0,,,,,,0
19,rxqlu47d,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.854998+00:00,1,,,0.00,1,8.44,,,,0.00,9,,0,6,fyptkje0,,,,,,0
20,p5mt1fz3,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.014038+00:00,1,,,0.00,2,8.5,,,,0.00,11,,0,6,fyptkje0,,,,,,0
21,q83fk75f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.997072+00:00,1,,,0.00,1,8.45,,,,0.00,11,,0,6,fyptkje0,,,,,,0
22,hstnpu8t,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.232398+00:00,1,,,0.00,2,9.03,,,,0.00,12,,0,6,fyptkje0,,,,,,0
23,m8xrnucj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.062202+00:00,1,,,0.00,1,8.58,,,,0.00,12,,0,6,fyptkje0,,,,,,0
24,ee2faps5,,0,1,90,cafeteria_dilemma,1,WaitForPartnerPage,10.42.95.240,2017-10-11 10:41:11.188175+00:00,1,,,0.00,24,,,,,0.00,1,,0,6,fyptkje0,,,,,,0
1,rdoqiha4,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.179609+00:00,1,,,0.00,2,8.54,,,,0.00,2,,0,7,fyptkje0,,,,,,0
2,ldvljfuj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.313741+00:00,1,,,0.00,2,8.47,,,,0.00,3,,0,7,fyptkje0,,,,,,0
3,vp1hpps3,,0,0,90,,,,,,1,,,0.00,3,,,,,0.00,1,,0,7,fyptkje0,,,,,,0
4,daenzb2f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.265926+00:00,1,,,0.00,1,8.49,,,,0.00,2,,0,7,fyptkje0,,,,,,0
5,0x3v9d4y,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.497003+00:00,1,,,0.00,2,8.37,,,,0.00,8,,0,7,fyptkje0,,,,,,0
6,rzuludlj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.454770+00:00,1,,,0.00,2,8.51,,,,0.00,5,,0,7,fyptkje0,,,,,,0
7,93dq79ay,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.383898+00:00,1,,,0.00,1,8.47,,,,0.00,3,,0,7,fyptkje0,,,,,,0
8,22mrb0iz,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.419449+00:00,1,,,0.00,2,8.42,,,,0.00,4,,0,7,fyptkje0,,,,,,0
9,bzxrcsjp,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.481298+00:00,1,,,0.00,1,8.37,,,,0.00,4,,0,7,fyptkje0,,,,,,0
10,o2xjaesz,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.458994+00:00,1,,,0.00,2,8.57,,,,0.00,6,,0,7,fyptkje0,,,,,,0
11,s2v1zcqn,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.516788+00:00,1,,,0.00,2,8.37,,,,0.00,7,,0,7,fyptkje0,,,,,,0
12,nu8o2swh,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.576658+00:00,1,,,0.00,1,9.02,,,,0.00,6,,0,7,fyptkje0,,,,,,0
13,159gpzd4,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.520660+00:00,1,,,0.00,1,8.56,,,,0.00,5,,0,7,fyptkje0,,,,,,0
14,e21iscw2,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.649094+00:00,1,,,0.00,1,8.37,,,,0.00,7,,0,7,fyptkje0,,,,,,0
15,7s3bligd,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.764059+00:00,1,,,0.00,2,9.01,,,,0.00,10,,0,7,fyptkje0,,,,,,0
16,bykdp3te,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.727545+00:00,1,,,0.00,1,8.37,,,,0.00,8,,0,7,fyptkje0,,,,,,0
17,j6hxj966,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.765419+00:00,1,,,0.00,2,8.42,,,,0.00,9,,0,7,fyptkje0,,,,,,0
18,1ytqcxjx,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.919556+00:00,1,,,0.00,1,8.56,,,,0.00,10,,0,7,fyptkje0,,,,,,0
19,rxqlu47d,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.854998+00:00,1,,,0.00,1,8.42,,,,0.00,9,,0,7,fyptkje0,,,,,,0
20,p5mt1fz3,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.014038+00:00,1,,,0.00,2,8.43,,,,0.00,11,,0,7,fyptkje0,,,,,,0
21,q83fk75f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.997072+00:00,1,,,0.00,1,8.43,,,,0.00,11,,0,7,fyptkje0,,,,,,0
22,hstnpu8t,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.232398+00:00,1,,,0.00,2,9.0,,,,0.00,12,,0,7,fyptkje0,,,,,,0
23,m8xrnucj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.062202+00:00,1,,,0.00,1,8.55,,,,0.00,12,,0,7,fyptkje0,,,,,,0
24,ee2faps5,,0,1,90,cafeteria_dilemma,1,WaitForPartnerPage,10.42.95.240,2017-10-11 10:41:11.188175+00:00,1,,,0.00,24,,,,,0.00,1,,0,7,fyptkje0,,,,,,0
1,rdoqiha4,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.179609+00:00,1,,,0.00,2,8.58,,,,0.00,2,,0,8,fyptkje0,,,,,,0
2,ldvljfuj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.313741+00:00,1,,,0.00,2,8.56,,,,0.00,3,,0,8,fyptkje0,,,,,,0
3,vp1hpps3,,0,0,90,,,,,,1,,,0.00,3,,,,,0.00,1,,0,8,fyptkje0,,,,,,0
4,daenzb2f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.265926+00:00,1,,,0.00,1,9.03,,,,0.00,2,,0,8,fyptkje0,,,,,,0
5,0x3v9d4y,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.497003+00:00,1,,,0.00,2,8.5,,,,0.00,8,,0,8,fyptkje0,,,,,,0
6,rzuludlj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.454770+00:00,1,,,0.00,2,8.44,,,,0.00,5,,0,8,fyptkje0,,,,,,0
7,93dq79ay,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.383898+00:00,1,,,0.00,1,9.01,,,,0.00,3,,0,8,fyptkje0,,,,,,0
8,22mrb0iz,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.419449+00:00,1,,,0.00,2,9.04,,,,0.00,4,,0,8,fyptkje0,,,,,,0
9,bzxrcsjp,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.481298+00:00,1,,,0.00,1,8.59,,,,0.00,4,,0,8,fyptkje0,,,,,,0
10,o2xjaesz,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.458994+00:00,1,,,0.00,2,8.37,,,,0.00,6,,0,8,fyptkje0,,,,,,0
11,s2v1zcqn,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.516788+00:00,1,,,0.00,2,8.48,,,,0.00,7,,0,8,fyptkje0,,,,,,0
12,nu8o2swh,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.576658+00:00,1,,,0.00,1,8.37,,,,0.00,6,,0,8,fyptkje0,,,,,,0
13,159gpzd4,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.520660+00:00,1,,,0.00,1,8.49,,,,0.00,5,,0,8,fyptkje0,,,,,,0
14,e21iscw2,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.649094+00:00,1,,,0.00,1,8.43,,,,0.00,7,,0,8,fyptkje0,,,,,,0
15,7s3bligd,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.764059+00:00,1,,,0.00,2,9.04,,,,0.00,10,,0,8,fyptkje0,,,,,,0
16,bykdp3te,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.727545+00:00,1,,,0.00,1,8.45,,,,0.00,8,,0,8,fyptkje0,,,,,,0
17,j6hxj966,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.765419+00:00,1,,,0.00,2,8.44,,,,0.00,9,,0,8,fyptkje0,,,,,,0
18,1ytqcxjx,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.919556+00:00,1,,,0.00,1,9.04,,,,0.00,10,,0,8,fyptkje0,,,,,,0
19,rxqlu47d,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.854998+00:00,1,,,0.00,1,8.39,,,,0.00,9,,0,8,fyptkje0,,,,,,0
20,p5mt1fz3,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.014038+00:00,1,,,0.00,2,9.05,,,,0.00,11,,0,8,fyptkje0,,,,,,0
21,q83fk75f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.997072+00:00,1,,,0.00,1,9.0,,,,0.00,11,,0,8,fyptkje0,,,,,,0
22,hstnpu8t,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.232398+00:00,1,,,0.00,2,9.0,,,,0.00,12,,0,8,fyptkje0,,,,,,0
23,m8xrnucj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.062202+00:00,1,,,0.00,1,9.0,,,,0.00,12,,0,8,fyptkje0,,,,,,0
24,ee2faps5,,0,1,90,cafeteria_dilemma,1,WaitForPartnerPage,10.42.95.240,2017-10-11 10:41:11.188175+00:00,1,,,0.00,24,,,,,0.00,1,,0,8,fyptkje0,,,,,,0
1,rdoqiha4,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.179609+00:00,1,,,0.00,2,8.35,,,,0.00,2,,0,9,fyptkje0,,,,,,0
2,ldvljfuj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.313741+00:00,1,,,0.00,2,8.47,,,,0.00,3,,0,9,fyptkje0,,,,,,0
3,vp1hpps3,,0,0,90,,,,,,1,,,0.00,3,,,,,0.00,1,,0,9,fyptkje0,,,,,,0
4,daenzb2f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.265926+00:00,1,,,0.00,1,8.4,,,,0.00,2,,0,9,fyptkje0,,,,,,0
5,0x3v9d4y,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.497003+00:00,1,,,0.00,2,8.45,,,,0.00,8,,0,9,fyptkje0,,,,,,0
6,rzuludlj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.454770+00:00,1,,,0.00,2,8.45,,,,0.00,5,,0,9,fyptkje0,,,,,,0
7,93dq79ay,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.383898+00:00,1,,,0.00,1,8.47,,,,0.00,3,,0,9,fyptkje0,,,,,,0
8,22mrb0iz,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.419449+00:00,1,,,0.00,2,8.46,,,,0.00,4,,0,9,fyptkje0,,,,,,0
9,bzxrcsjp,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.481298+00:00,1,,,0.00,1,8.51,,,,0.00,4,,0,9,fyptkje0,,,,,,0
10,o2xjaesz,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.458994+00:00,1,,,0.00,2,8.58,,,,0.00,6,,0,9,fyptkje0,,,,,,0
11,s2v1zcqn,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.516788+00:00,1,,,0.00,2,9.03,,,,0.00,7,,0,9,fyptkje0,,,,,,0
12,nu8o2swh,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.576658+00:00,1,,,0.00,1,9.03,,,,0.00,6,,0,9,fyptkje0,,,,,,0
13,159gpzd4,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.520660+00:00,1,,,0.00,1,8.5,,,,0.00,5,,0,9,fyptkje0,,,,,,0
14,e21iscw2,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.649094+00:00,1,,,0.00,1,8.58,,,,0.00,7,,0,9,fyptkje0,,,,,,0
15,7s3bligd,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.764059+00:00,1,,,0.00,2,8.55,,,,0.00,10,,0,9,fyptkje0,,,,,,0
16,bykdp3te,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.727545+00:00,1,,,0.00,1,8.4,,,,0.00,8,,0,9,fyptkje0,,,,,,0
17,j6hxj966,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.765419+00:00,1,,,0.00,2,8.59,,,,0.00,9,,0,9,fyptkje0,,,,,,0
18,1ytqcxjx,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.919556+00:00,1,,,0.00,1,8.55,,,,0.00,10,,0,9,fyptkje0,,,,,,0
19,rxqlu47d,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.854998+00:00,1,,,0.00,1,8.59,,,,0.00,9,,0,9,fyptkje0,,,,,,0
20,p5mt1fz3,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.014038+00:00,1,,,0.00,2,8.54,,,,0.00,11,,0,9,fyptkje0,,,,,,0
21,q83fk75f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.997072+00:00,1,,,0.00,1,8.49,,,,0.00,11,,0,9,fyptkje0,,,,,,0
22,hstnpu8t,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.232398+00:00,1,,,0.00,2,8.43,,,,0.00,12,,0,9,fyptkje0,,,,,,0
23,m8xrnucj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.062202+00:00,1,,,0.00,1,8.43,,,,0.00,12,,0,9,fyptkje0,,,,,,0
24,ee2faps5,,0,1,90,cafeteria_dilemma,1,WaitForPartnerPage,10.42.95.240,2017-10-11 10:41:11.188175+00:00,1,,,0.00,24,,,,,0.00,1,,0,9,fyptkje0,,,,,,0
1,rdoqiha4,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.179609+00:00,1,,,0.00,2,8.55,,,,0.00,2,,0,10,fyptkje0,,,,,,0
2,ldvljfuj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.313741+00:00,1,,,0.00,2,8.31,,,,0.00,3,,0,10,fyptkje0,,,,,,0
3,vp1hpps3,,0,0,90,,,,,,1,,,0.00,3,,,,,0.00,1,,0,10,fyptkje0,,,,,,0
4,daenzb2f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.265926+00:00,1,,,0.00,1,8.5,,,,0.00,2,,0,10,fyptkje0,,,,,,0
5,0x3v9d4y,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.497003+00:00,1,,,0.00,2,8.43,,,,0.00,8,,0,10,fyptkje0,,,,,,0
6,rzuludlj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.454770+00:00,1,,,0.00,2,8.59,,,,0.00,5,,0,10,fyptkje0,,,,,,0
7,93dq79ay,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.383898+00:00,1,,,0.00,1,8.36,,,,0.00,3,,0,10,fyptkje0,,,,,,0
8,22mrb0iz,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.419449+00:00,1,,,0.00,2,8.41,,,,0.00,4,,0,10,fyptkje0,,,,,,0
9,bzxrcsjp,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.481298+00:00,1,,,0.00,1,8.36,,,,0.00,4,,0,10,fyptkje0,,,,,,0
10,o2xjaesz,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.458994+00:00,1,,,0.00,2,8.39,,,,0.00,6,,0,10,fyptkje0,,,,,,0
11,s2v1zcqn,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.516788+00:00,1,,,0.00,2,8.56,,,,0.00,7,,0,10,fyptkje0,,,,,,0
12,nu8o2swh,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.576658+00:00,1,,,0.00,1,8.39,,,,0.00,6,,0,10,fyptkje0,,,,,,0
13,159gpzd4,,0,5,90,cafeteria_dilemma,1,ResultsWaitPage,10.42.95.240,2017-10-11 10:41:09.520660+00:00,1,,,0.00,1,8.59,,,,0.00,5,,0,10,fyptkje0,,,,,,0
14,e21iscw2,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.649094+00:00,1,,,0.00,1,8.51,,,,0.00,7,,0,10,fyptkje0,,,,,,0
15,7s3bligd,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.764059+00:00,1,,,0.00,2,8.39,,,,0.00,10,,0,10,fyptkje0,,,,,,0
16,bykdp3te,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.727545+00:00,1,,,0.00,1,8.48,,,,0.00,8,,0,10,fyptkje0,,,,,,0
17,j6hxj966,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.765419+00:00,1,,,0.00,2,8.39,,,,0.00,9,,0,10,fyptkje0,,,,,,0
18,1ytqcxjx,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.919556+00:00,1,,,0.00,1,8.39,,,,0.00,10,,0,10,fyptkje0,,,,,,0
19,rxqlu47d,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.854998+00:00,1,,,0.00,1,8.44,,,,0.00,9,,0,10,fyptkje0,,,,,,0
20,p5mt1fz3,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.014038+00:00,1,,,0.00,2,9.0,,,,0.00,11,,0,10,fyptkje0,,,,,,0
21,q83fk75f,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:09.997072+00:00,1,,,0.00,1,9.0,,,,0.00,11,,0,10,fyptkje0,,,,,,0
22,hstnpu8t,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.232398+00:00,1,,,0.00,2,8.43,,,,0.00,12,,0,10,fyptkje0,,,,,,0
23,m8xrnucj,,0,2,90,cafeteria_dilemma,1,Introduction,10.42.95.240,2017-10-11 10:41:10.062202+00:00,1,,,0.00,1,8.48,,,,0.00,12,,0,10,fyptkje0,,,,,,0
24,ee2faps5,,0,1,90,cafeteria_dilemma,1,WaitForPartnerPage,10.42.95.240,2017-10-11 10:41:11.188175+00:00,1,,,0.00,24,,,,,0.00,1,,0,10,fyptkje0,,,,,,0
