participant.id_in_session,participant.code,participant.payoff,player.id_in_group,player.answer,player.reason,player.certainty,player.payoff,group.id_in_subsession,group.question_number,group.question_round,group.start_round_for_question,group.end_round_for_question,group.question_type,group.question_name,group.correct_answer,group.average,group.best_answer,subsession.round_number
1,6lamhe53,13,1,54,,,0,2,4,2,10,12,objective,Grand Theft Auto 2015,24,51,,11
2,o94nz35c,13.5,3,40,,,0,2,4,2,10,12,objective,Grand Theft Auto 2015,24,51,,11
3,4iblv6uf,7.5,2,47,,,0,2,4,2,10,12,objective,Grand Theft Auto 2015,24,51,,11
4,445x4xqn,13,4,60,,,0,2,4,2,10,12,objective,Grand Theft Auto 2015,24,51,,11
5,hgesum5h,10.5,1,7,,,0,3,4,2,10,12,objective_subjective,Alcohol,,6.4,,11
6,fwo1nm5j,13,5,54,,,0,2,4,2,10,12,objective,Grand Theft Auto 2015,24,51,,11
7,cfshrnv2,15.5,3,14,,,0,3,4,2,10,12,objective_subjective,Alcohol,,6.4,,11
8,qck7b3d8,12.5,2,3,,,0,3,4,2,10,12,objective_subjective,Alcohol,,6.4,,11
9,z5i2sd4h,11,4,0,,,0,3,4,2,10,12,objective_subjective,Alcohol,,6.4,,11
10,58jd0wja,10.5,5,8,,,0,3,4,2,10,12,objective_subjective,Alcohol,,6.4,,11
11,hi0514hp,9.5,2,650,,,0,4,4,2,10,12,objective,The Weight of an Ox,1233,684,,11
12,tiz3qse6,13.5,1,900,,,0,4,4,2,10,12,objective,The Weight of an Ox,1233,684,,11
13,7ddvv1y8,19,1,60,,,0,5,4,2,10,12,subjective,Star Wars,,67.4,,11
14,c1m77a16,13.5,4,450,,,0,4,4,2,10,12,objective,The Weight of an Ox,1233,684,,11
15,81zmzsqk,14,5,80,,,0,5,4,2,10,12,subjective,Star Wars,,67.4,,11
16,420yijoy,4,3,60,,,0,5,4,2,10,12,subjective,Star Wars,,67.4,,11
17,103s11he,11,3,780,,,0,4,4,2,10,12,objective,The Weight of an Ox,1233,684,,11
18,t8hw0qs5,12.5,5,640,,,0,4,4,2,10,12,objective,The Weight of an Ox,1233,684,,11
19,at4i1bkp,12,2,87,,,0,5,4,2,10,12,subjective,Star Wars,,67.4,,11
20,o7kn0d5q,11,4,50,,,0,5,4,2,10,12,subjective,Star Wars,,67.4,,11
21,ium8u4yn,13.5,1,75,,,0,6,4,2,10,12,subjective,Star Wars,,67.4,,11
22,uzg56stl,14,2,95,,,0,6,4,2,10,12,subjective,Star Wars,,67.4,,11
23,jliixcgf,4.5,4,10,,,0,6,4,2,10,12,subjective,Star Wars,,67.4,,11
24,m8vk9e2o,16,5,67,,,0,6,4,2,10,12,subjective,Star Wars,,67.4,,11
25,5551u6hb,12,3,90,,,0,6,4,2,10,12,subjective,Star Wars,,67.4,,11
1,6lamhe53,13,1,52,,,3,2,4,3,10,12,objective,Grand Theft Auto 2015,24,49.4,40,12
2,o94nz35c,13.5,3,40,,,5,2,4,3,10,12,objective,Grand Theft Auto 2015,24,49.4,40,12
3,4iblv6uf,7.5,2,47,,,4,2,4,3,10,12,objective,Grand Theft Auto 2015,24,49.4,40,12
4,445x4xqn,13,4,55,,,1,2,4,3,10,12,objective,Grand Theft Auto 2015,24,49.4,40,12
5,hgesum5h,10.5,1,8,,,0,3,4,3,10,12,objective_subjective,Alcohol,,6.8,,12
6,fwo1nm5j,13,5,53,"Det var forholdsvist neutralt, og indikerede ikke nogen synderlig stigning i biltyverier ",Uncertain,2,2,4,3,10,12,objective,Grand Theft Auto 2015,24,49.4,40,12
7,cfshrnv2,15.5,3,14,,,0,3,4,3,10,12,objective_subjective,Alcohol,,6.8,,12
8,qck7b3d8,12.5,2,5,,,0,3,4,3,10,12,objective_subjective,Alcohol,,6.8,,12
9,z5i2sd4h,11,4,0,,,0,3,4,3,10,12,objective_subjective,Alcohol,,6.8,,12
10,58jd0wja,10.5,5,7,,,0,3,4,3,10,12,objective_subjective,Alcohol,,6.8,,12
11,hi0514hp,9.5,2,700,,,3,4,4,3,10,12,objective,The Weight of an Ox,1233,754,1100,12
12,tiz3qse6,13.5,1,1100,,Certain,5,4,4,3,10,12,objective,The Weight of an Ox,1233,754,1100,12
13,7ddvv1y8,19,1,60,,,0,5,4,3,10,12,subjective,Star Wars,,70.88,,12
14,c1m77a16,13.5,4,550,,,1,4,4,3,10,12,objective,The Weight of an Ox,1233,754,1100,12
15,81zmzsqk,14,5,90,,,0,5,4,3,10,12,subjective,Star Wars,,70.88,,12
16,420yijoy,4,3,50,,,0,5,4,3,10,12,subjective,Star Wars,,70.88,,12
17,103s11he,11,3,780,,,4,4,4,3,10,12,objective,The Weight of an Ox,1233,754,1100,12
18,t8hw0qs5,12.5,5,640,,Neutral,2,4,4,3,10,12,objective,The Weight of an Ox,1233,754,1100,12
19,at4i1bkp,12,2,87,,,0,5,4,3,10,12,subjective,Star Wars,,70.88,,12
20,o7kn0d5q,11,4,67.4,,,0,5,4,3,10,12,subjective,Star Wars,,70.88,,12
21,ium8u4yn,13.5,1,75,,,0,6,4,3,10,12,subjective,Star Wars,,67.4,,12
22,uzg56stl,14,2,95,,,0,6,4,3,10,12,subjective,Star Wars,,67.4,,12
23,jliixcgf,4.5,4,10,,,0,6,4,3,10,12,subjective,Star Wars,,67.4,,12
24,m8vk9e2o,16,5,67,,,0,6,4,3,10,12,subjective,Star Wars,,67.4,,12
25,5551u6hb,12,3,90,,,0,6,4,3,10,12,subjective,Star Wars,,67.4,,12
1,6lamhe53,13,1,15,,,0,2,5,1,13,15,objective_subjective,Price of Beer,,20.8,,13
2,o94nz35c,13.5,3,15,,,0,2,5,1,13,15,objective_subjective,Price of Beer,,20.8,,13
3,4iblv6uf,7.5,2,20,,,0,2,5,1,13,15,objective_subjective,Price of Beer,,20.8,,13
4,445x4xqn,13,4,24,,,0,2,5,1,13,15,objective_subjective,Price of Beer,,20.8,,13
5,hgesum5h,10.5,1,35,,,0,3,5,1,13,15,subjective,Star Wars,,243.32,,13
6,fwo1nm5j,13,5,30,,,0,2,5,1,13,15,objective_subjective,Price of Beer,,20.8,,13
7,cfshrnv2,15.5,3,NaN,1000,,0,3,5,1,13,15,subjective,Star Wars,,243.32,,13
8,qck7b3d8,12.5,2,25,,,0,3,5,1,13,15,subjective,Star Wars,,243.32,,13
9,z5i2sd4h,11,4,66.6,,,0,3,5,1,13,15,subjective,Star Wars,,243.32,,13
10,58jd0wja,10.5,5,90,,,0,3,5,1,13,15,subjective,Star Wars,,243.32,,13
11,hi0514hp,9.5,2,90,,,0,4,5,1,13,15,objective_subjective,Following the News,,88,,13
12,tiz3qse6,13.5,1,80,,,0,4,5,1,13,15,objective_subjective,Following the News,,88,,13
13,7ddvv1y8,19,1,400,,,0,5,5,1,13,15,objective,Carbon Dioxide over Hawaii,409.01,1115.82,,13
14,c1m77a16,13.5,4,80,,,0,4,5,1,13,15,objective_subjective,Following the News,,88,,13
15,81zmzsqk,14,5,420,,,0,5,5,1,13,15,objective,Carbon Dioxide over Hawaii,409.01,1115.82,,13
16,420yijoy,4,3,250.09,,Uncertain,0,5,5,1,13,15,objective,Carbon Dioxide over Hawaii,409.01,1115.82,,13
17,103s11he,11,3,95,,,0,4,5,1,13,15,objective_subjective,Following the News,,88,,13
18,t8hw0qs5,12.5,5,95,,,0,4,5,1,13,15,objective_subjective,Following the News,,88,,13
19,at4i1bkp,12,2,409,,,0,5,5,1,13,15,objective,Carbon Dioxide over Hawaii,409.01,1115.82,,13
20,o7kn0d5q,11,4,NaN,var 4100,,0,5,5,1,13,15,objective,Carbon Dioxide over Hawaii,409.01,1115.82,,13
21,ium8u4yn,13.5,1,87,,,0,6,5,1,13,15,objective_subjective,Following the News,,84.8,,13
22,uzg56stl,14,2,90,,,0,6,5,1,13,15,objective_subjective,Following the News,,84.8,,13
23,jliixcgf,4.5,4,95,,,0,6,5,1,13,15,objective_subjective,Following the News,,84.8,,13
24,m8vk9e2o,16,5,57,,,0,6,5,1,13,15,objective_subjective,Following the News,,84.8,,13
25,5551u6hb,12,3,95,,,0,6,5,1,13,15,objective_subjective,Following the News,,84.8,,13
1,6lamhe53,13,1,15,,,0,2,5,2,13,15,objective_subjective,Price of Beer,,17.8,,14
2,o94nz35c,13.5,3,15,,,0,2,5,2,13,15,objective_subjective,Price of Beer,,17.8,,14
3,4iblv6uf,7.5,2,20,,,0,2,5,2,13,15,objective_subjective,Price of Beer,,17.8,,14
4,445x4xqn,13,4,24,,,0,2,5,2,13,15,objective_subjective,Price of Beer,,17.8,,14
5,hgesum5h,10.5,1,45,,,0,3,5,2,13,15,subjective,Star Wars,,186.2,,14
6,fwo1nm5j,13,5,15,,,0,2,5,2,13,15,objective_subjective,Price of Beer,,17.8,,14
7,cfshrnv2,15.5,3,100,,,0,3,5,2,13,15,subjective,Star Wars,,186.2,,14
8,qck7b3d8,12.5,2,30,,,0,3,5,2,13,15,subjective,Star Wars,,186.2,,14
9,z5i2sd4h,11,4,66.6,666,,0,3,5,2,13,15,subjective,Star Wars,,186.2,,14
10,58jd0wja,10.5,5,90,,,0,3,5,2,13,15,subjective,Star Wars,,186.2,,14
11,hi0514hp,9.5,2,90,,,0,4,5,2,13,15,objective_subjective,Following the News,,87.35,,14
12,tiz3qse6,13.5,1,79.75,,,0,4,5,2,13,15,objective_subjective,Following the News,,87.35,,14
13,7ddvv1y8,19,1,400,,,0,5,5,2,13,15,objective,Carbon Dioxide over Hawaii,409.01,394.89,,14
14,c1m77a16,13.5,4,80,,,0,4,5,2,13,15,objective_subjective,Following the News,,87.35,,14
15,81zmzsqk,14,5,410,,,0,5,5,2,13,15,objective,Carbon Dioxide over Hawaii,409.01,394.89,,14
16,420yijoy,4,3,346.47,,,0,5,5,2,13,15,objective,Carbon Dioxide over Hawaii,409.01,394.89,,14
17,103s11he,11,3,95,,,0,4,5,2,13,15,objective_subjective,Following the News,,87.35,,14
18,t8hw0qs5,12.5,5,92,,,0,4,5,2,13,15,objective_subjective,Following the News,,87.35,,14
19,at4i1bkp,12,2,408,,Certain,0,5,5,2,13,15,objective,Carbon Dioxide over Hawaii,409.01,394.89,,14
20,o7kn0d5q,11,4,410,,,0,5,5,2,13,15,objective,Carbon Dioxide over Hawaii,409.01,394.89,,14
21,ium8u4yn,13.5,1,90,,,0,6,5,2,13,15,objective_subjective,Following the News,,88.2,,14
22,uzg56stl,14,2,90,,,0,6,5,2,13,15,objective_subjective,Following the News,,88.2,,14
23,jliixcgf,4.5,4,95,,,0,6,5,2,13,15,objective_subjective,Following the News,,88.2,,14
24,m8vk9e2o,16,5,71,,,0,6,5,2,13,15,objective_subjective,Following the News,,88.2,,14
25,5551u6hb,12,3,95,,,0,6,5,2,13,15,objective_subjective,Following the News,,88.2,,14
1,6lamhe53,13,1,15,,,0,2,5,3,13,15,objective_subjective,Price of Beer,,17.8,,15
2,o94nz35c,13.5,3,15,,,0,2,5,3,13,15,objective_subjective,Price of Beer,,17.8,,15
3,4iblv6uf,7.5,2,20,,,0,2,5,3,13,15,objective_subjective,Price of Beer,,17.8,,15
4,445x4xqn,13,4,24,,,0,2,5,3,13,15,objective_subjective,Price of Beer,,17.8,,15
5,hgesum5h,10.5,1,30,,,0,3,5,3,13,15,subjective,Star Wars,,183.33,,15
6,fwo1nm5j,13,5,15,,,0,2,5,3,13,15,objective_subjective,Price of Beer,,17.8,,15
7,cfshrnv2,15.5,3,100,,,0,3,5,3,13,15,subjective,Star Wars,,183.33,,15
8,qck7b3d8,12.5,2,30,,,0,3,5,3,13,15,subjective,Star Wars,,183.33,,15
9,z5i2sd4h,11,4,NaN,666.666,,0,3,5,3,13,15,subjective,Star Wars,,183.33,,15
10,58jd0wja,10.5,5,90,,,0,3,5,3,13,15,subjective,Star Wars,,183.33,,15
11,hi0514hp,9.5,2,90,,,0,4,5,3,13,15,objective_subjective,Following the News,,90.4,,15
12,tiz3qse6,13.5,1,95,,,0,4,5,3,13,15,objective_subjective,Following the News,,90.4,,15
13,7ddvv1y8,19,1,410,,,5,5,5,3,13,15,objective,Carbon Dioxide over Hawaii,409.01,399.58,410,15
14,c1m77a16,13.5,4,80,,,0,4,5,3,13,15,objective_subjective,Following the News,,90.4,,15
15,81zmzsqk,14,5,415,,,3,5,5,3,13,15,objective,Carbon Dioxide over Hawaii,409.01,399.58,410,15
16,420yijoy,4,3,369.99,,,1,5,5,3,13,15,objective,Carbon Dioxide over Hawaii,409.01,399.58,410,15
17,103s11he,11,3,95,,,0,4,5,3,13,15,objective_subjective,Following the News,,90.4,,15
18,t8hw0qs5,12.5,5,92,,,0,4,5,3,13,15,objective_subjective,Following the News,,90.4,,15
19,at4i1bkp,12,2,408,,,4,5,5,3,13,15,objective,Carbon Dioxide over Hawaii,409.01,399.58,410,15
20,o7kn0d5q,11,4,394.89,,,2,5,5,3,13,15,objective,Carbon Dioxide over Hawaii,409.01,399.58,410,15
21,ium8u4yn,13.5,1,90,,,0,6,5,3,13,15,objective_subjective,Following the News,,88.2,,15
22,uzg56stl,14,2,90,,,0,6,5,3,13,15,objective_subjective,Following the News,,88.2,,15
23,jliixcgf,4.5,4,95,,,0,6,5,3,13,15,objective_subjective,Following the News,,88.2,,15
24,m8vk9e2o,16,5,71,,,0,6,5,3,13,15,objective_subjective,Following the News,,88.2,,15
25,5551u6hb,12,3,95,,,0,6,5,3,13,15,objective_subjective,Following the News,,88.2,,15
1,6lamhe53,13,1,25,,,0,2,6,1,16,18,objective_subjective,Picnic,,23.6,,16
2,o94nz35c,13.5,3,22,,,0,2,6,1,16,18,objective_subjective,Picnic,,23.6,,16
3,4iblv6uf,7.5,2,24,,,0,2,6,1,16,18,objective_subjective,Picnic,,23.6,,16
4,445x4xqn,13,4,23,,,0,2,6,1,16,18,objective_subjective,Picnic,,23.6,,16
5,hgesum5h,10.5,1,950,,,0,3,6,1,16,18,objective,Dots,734,542,,16
6,fwo1nm5j,13,5,24,,,0,2,6,1,16,18,objective_subjective,Picnic,,23.6,,16
7,cfshrnv2,15.5,3,150,,,0,3,6,1,16,18,objective,Dots,734,542,,16
8,qck7b3d8,12.5,2,200,,,0,3,6,1,16,18,objective,Dots,734,542,,16
9,z5i2sd4h,11,4,410,,,0,3,6,1,16,18,objective,Dots,734,542,,16
10,58jd0wja,10.5,5,1000,,,0,3,6,1,16,18,objective,Dots,734,542,,16
11,hi0514hp,9.5,2,40,,,0,4,6,1,16,18,objective_subjective,Price of Beer,,29,,16
12,tiz3qse6,13.5,1,30,,,0,4,6,1,16,18,objective_subjective,Price of Beer,,29,,16
13,7ddvv1y8,19,1,600,,,0,5,6,1,16,18,objective,Dots,734,4520,,16
14,c1m77a16,13.5,4,30,,,0,4,6,1,16,18,objective_subjective,Price of Beer,,29,,16
15,81zmzsqk,14,5,1000,,,0,5,6,1,16,18,objective,Dots,734,4520,,16
16,420yijoy,4,3,20000,,,0,5,6,1,16,18,objective,Dots,734,4520,,16
17,103s11he,11,3,20,,,0,4,6,1,16,18,objective_subjective,Price of Beer,,29,,16
18,t8hw0qs5,12.5,5,25,,,0,4,6,1,16,18,objective_subjective,Price of Beer,,29,,16
19,at4i1bkp,12,2,1000,,,0,5,6,1,16,18,objective,Dots,734,4520,,16
20,o7kn0d5q,11,4,0,,Very Certain,0,5,6,1,16,18,objective,Dots,734,4520,,16
21,ium8u4yn,13.5,1,25,,,0,6,6,1,16,18,objective_subjective,Picnic,,23.8,,16
22,uzg56stl,14,2,21,,,0,6,6,1,16,18,objective_subjective,Picnic,,23.8,,16
23,jliixcgf,4.5,4,26,,,0,6,6,1,16,18,objective_subjective,Picnic,,23.8,,16
24,m8vk9e2o,16,5,24,,,0,6,6,1,16,18,objective_subjective,Picnic,,23.8,,16
25,5551u6hb,12,3,23,,,0,6,6,1,16,18,objective_subjective,Picnic,,23.8,,16
1,6lamhe53,13,1,26,,,0,2,6,2,16,18,objective_subjective,Picnic,,24,,17
2,o94nz35c,13.5,3,23,,,0,2,6,2,16,18,objective_subjective,Picnic,,24,,17
3,4iblv6uf,7.5,2,24,,,0,2,6,2,16,18,objective_subjective,Picnic,,24,,17
4,445x4xqn,13,4,23,,,0,2,6,2,16,18,objective_subjective,Picnic,,24,,17
5,hgesum5h,10.5,1,1250,,Certain,0,3,6,2,16,18,objective,Dots,734,1.00E+18,,17
6,fwo1nm5j,13,5,24,,,0,2,6,2,16,18,objective_subjective,Picnic,,24,,17
7,cfshrnv2,15.5,3,550,,,0,3,6,2,16,18,objective,Dots,734,1.00E+18,,17
8,qck7b3d8,12.5,2,600,,,0,3,6,2,16,18,objective,Dots,734,1.00E+18,,17
9,z5i2sd4h,11,4,NaN,5.00E+18,Very Uncertain,0,3,6,2,16,18,objective,Dots,734,1.00E+18,,17
10,58jd0wja,10.5,5,850,,Neutral,0,3,6,2,16,18,objective,Dots,734,1.00E+18,,17
11,hi0514hp,9.5,2,35,,,0,4,6,2,16,18,objective_subjective,Price of Beer,,28.6,,17
12,tiz3qse6,13.5,1,28,,,0,4,6,2,16,18,objective_subjective,Price of Beer,,28.6,,17
13,7ddvv1y8,19,1,570,,,0,5,6,2,16,18,objective,Dots,734,1994,,17
14,c1m77a16,13.5,4,30,,,0,4,6,2,16,18,objective_subjective,Price of Beer,,28.6,,17
15,81zmzsqk,14,5,900,,,0,5,6,2,16,18,objective,Dots,734,1994,,17
16,420yijoy,4,3,7000,,,0,5,6,2,16,18,objective,Dots,734,1994,,17
17,103s11he,11,3,20,,,0,4,6,2,16,18,objective_subjective,Price of Beer,,28.6,,17
18,t8hw0qs5,12.5,5,30,,,0,4,6,2,16,18,objective_subjective,Price of Beer,,28.6,,17
19,at4i1bkp,12,2,1000,,,0,5,6,2,16,18,objective,Dots,734,1994,,17
20,o7kn0d5q,11,4,500,,,0,5,6,2,16,18,objective,Dots,734,1994,,17
21,ium8u4yn,13.5,1,25,,,0,6,6,2,16,18,objective_subjective,Picnic,,23.8,,17
22,uzg56stl,14,2,21,,,0,6,6,2,16,18,objective_subjective,Picnic,,23.8,,17
23,jliixcgf,4.5,4,26,,,0,6,6,2,16,18,objective_subjective,Picnic,,23.8,,17
24,m8vk9e2o,16,5,24,,,0,6,6,2,16,18,objective_subjective,Picnic,,23.8,,17
25,5551u6hb,12,3,23,,,0,6,6,2,16,18,objective_subjective,Picnic,,23.8,,17
1,6lamhe53,13,1,28.5,,,0,2,6,3,16,18,objective_subjective,Picnic,,24.5,,18
2,o94nz35c,13.5,3,23,,,0,2,6,3,16,18,objective_subjective,Picnic,,24.5,,18
3,4iblv6uf,7.5,2,24,,,0,2,6,3,16,18,objective_subjective,Picnic,,24.5,,18
4,445x4xqn,13,4,23,,,0,2,6,3,16,18,objective_subjective,Picnic,,24.5,,18
5,hgesum5h,10.5,1,1200,Counted dots in rows and columns and multiplied. ,Very Certain,1,3,6,3,16,18,objective,Dots,734,740.6,600,18
6,fwo1nm5j,13,5,24,,,0,2,6,3,16,18,objective_subjective,Picnic,,24.5,,18
7,cfshrnv2,15.5,3,500,,,3,3,6,3,16,18,objective,Dots,734,740.6,600,18
8,qck7b3d8,12.5,2,600,,Neutral,5,3,6,3,16,18,objective,Dots,734,740.6,600,18
9,z5i2sd4h,11,4,450,,,2,3,6,3,16,18,objective,Dots,734,740.6,600,18
10,58jd0wja,10.5,5,953,,,4,3,6,3,16,18,objective,Dots,734,740.6,600,18
11,hi0514hp,9.5,2,35,,,0,4,6,3,16,18,objective_subjective,Price of Beer,,29.6,,18
12,tiz3qse6,13.5,1,28,,,0,4,6,3,16,18,objective_subjective,Price of Beer,,29.6,,18
13,7ddvv1y8,19,1,550,,,5,5,6,3,16,18,objective,Dots,734,1165.4,550,18
14,c1m77a16,13.5,4,30,,,0,4,6,3,16,18,objective_subjective,Price of Beer,,29.6,,18
15,81zmzsqk,14,5,1001,,,2.5,5,6,3,16,18,objective,Dots,734,1165.4,550,18
16,420yijoy,4,3,2775,,,1,5,6,3,16,18,objective,Dots,734,1165.4,550,18
17,103s11he,11,3,25,,,0,4,6,3,16,18,objective_subjective,Price of Beer,,29.6,,18
18,t8hw0qs5,12.5,5,30,,,0,4,6,3,16,18,objective_subjective,Price of Beer,,29.6,,18
19,at4i1bkp,12,2,1001,,,2.5,5,6,3,16,18,objective,Dots,734,1165.4,550,18
20,o7kn0d5q,11,4,500,,Uncertain,4,5,6,3,16,18,objective,Dots,734,1165.4,550,18
21,ium8u4yn,13.5,1,25,,,0,6,6,3,16,18,objective_subjective,Picnic,,23.8,,18
22,uzg56stl,14,2,21,,,0,6,6,3,16,18,objective_subjective,Picnic,,23.8,,18
23,jliixcgf,4.5,4,26,,,0,6,6,3,16,18,objective_subjective,Picnic,,23.8,,18
24,m8vk9e2o,16,5,24,,,0,6,6,3,16,18,objective_subjective,Picnic,,23.8,,18
25,5551u6hb,12,3,23,,,0,6,6,3,16,18,objective_subjective,Picnic,,23.8,,18
1,6lamhe53,13,1,500,,,0,2,7,1,19,21,objective,The Weight of an Ox,1233,485,,19
2,o94nz35c,13.5,3,400,,,0,2,7,1,19,21,objective,The Weight of an Ox,1233,485,,19
3,4iblv6uf,7.5,2,400,,Uncertain,0,2,7,1,19,21,objective,The Weight of an Ox,1233,485,,19
4,445x4xqn,13,4,375,,,0,2,7,1,19,21,objective,The Weight of an Ox,1233,485,,19
5,hgesum5h,10.5,1,450,,,0,3,7,1,19,21,objective,Carbon Dioxide over Hawaii,409.01,949,,19
6,fwo1nm5j,13,5,750,"En okse ser ud til at veje ret meget, og 750kg virker som en del vægt",Very Uncertain,0,2,7,1,19,21,objective,The Weight of an Ox,1233,485,,19
7,cfshrnv2,15.5,3,405,,,0,3,7,1,19,21,objective,Carbon Dioxide over Hawaii,409.01,949,,19
8,qck7b3d8,12.5,2,440,,,0,3,7,1,19,21,objective,Carbon Dioxide over Hawaii,409.01,949,,19
9,z5i2sd4h,11,4,3000,,,0,3,7,1,19,21,objective,Carbon Dioxide over Hawaii,409.01,949,,19
10,58jd0wja,10.5,5,450,,Uncertain,0,3,7,1,19,21,objective,Carbon Dioxide over Hawaii,409.01,949,,19
11,hi0514hp,9.5,2,0,,,0,4,7,1,19,21,subjective,Star Wars,,60,,19
12,tiz3qse6,13.5,1,80,,,0,4,7,1,19,21,subjective,Star Wars,,60,,19
13,7ddvv1y8,19,1,1000,,,0,5,7,1,19,21,objective,The Weight of an Ox,1233,1080,,19
14,c1m77a16,13.5,4,70,,,0,4,7,1,19,21,subjective,Star Wars,,60,,19
15,81zmzsqk,14,5,1200,My man Asmus said it to me,Very Certain,0,5,7,1,19,21,objective,The Weight of an Ox,1233,1080,,19
16,420yijoy,4,3,2000,,,0,5,7,1,19,21,objective,The Weight of an Ox,1233,1080,,19
17,103s11he,11,3,80,,,0,4,7,1,19,21,subjective,Star Wars,,60,,19
18,t8hw0qs5,12.5,5,70,,,0,4,7,1,19,21,subjective,Star Wars,,60,,19
19,at4i1bkp,12,2,900,,,0,5,7,1,19,21,objective,The Weight of an Ox,1233,1080,,19
20,o7kn0d5q,11,4,300,,,0,5,7,1,19,21,objective,The Weight of an Ox,1233,1080,,19
21,ium8u4yn,13.5,1,25,,,0,6,7,1,19,21,subjective,Thirst,,33.4,,19
22,uzg56stl,14,2,45,,,0,6,7,1,19,21,subjective,Thirst,,33.4,,19
23,jliixcgf,4.5,4,50,,,0,6,7,1,19,21,subjective,Thirst,,33.4,,19
24,m8vk9e2o,16,5,37,,,0,6,7,1,19,21,subjective,Thirst,,33.4,,19
25,5551u6hb,12,3,10,,,0,6,7,1,19,21,subjective,Thirst,,33.4,,19
1,6lamhe53,13,1,500,,Certain,0,2,7,2,19,21,objective,The Weight of an Ox,1233,558,,20
2,o94nz35c,13.5,3,400,,,0,2,7,2,19,21,objective,The Weight of an Ox,1233,558,,20
3,4iblv6uf,7.5,2,450,,,0,2,7,2,19,21,objective,The Weight of an Ox,1233,558,,20
4,445x4xqn,13,4,800,,,0,2,7,2,19,21,objective,The Weight of an Ox,1233,558,,20
5,hgesum5h,10.5,1,435,,Neutral,0,3,7,2,19,21,objective,Carbon Dioxide over Hawaii,409.01,600000345,,20
6,fwo1nm5j,13,5,640,,,0,2,7,2,19,21,objective,The Weight of an Ox,1233,558,,20
7,cfshrnv2,15.5,3,420,,Uncertain,0,3,7,2,19,21,objective,Carbon Dioxide over Hawaii,409.01,600000345,,20
8,qck7b3d8,12.5,2,440,,,0,3,7,2,19,21,objective,Carbon Dioxide over Hawaii,409.01,600000345,,20
9,z5i2sd4h,11,4,NaN,3000000000,,0,3,7,2,19,21,objective,Carbon Dioxide over Hawaii,409.01,600000345,,20
10,58jd0wja,10.5,5,430,,,0,3,7,2,19,21,objective,Carbon Dioxide over Hawaii,409.01,600000345,,20
11,hi0514hp,9.5,2,20,,,0,4,7,2,19,21,subjective,Star Wars,,62,,20
12,tiz3qse6,13.5,1,75,,,0,4,7,2,19,21,subjective,Star Wars,,62,,20
13,7ddvv1y8,19,1,1100,,,0,5,7,2,19,21,objective,The Weight of an Ox,1233,1210,,20
14,c1m77a16,13.5,4,70,,,0,4,7,2,19,21,subjective,Star Wars,,62,,20
15,81zmzsqk,14,5,1250,,,0,5,7,2,19,21,objective,The Weight of an Ox,1233,1210,,20
16,420yijoy,4,3,1500,,,0,5,7,2,19,21,objective,The Weight of an Ox,1233,1210,,20
17,103s11he,11,3,80,,,0,4,7,2,19,21,subjective,Star Wars,,62,,20
18,t8hw0qs5,12.5,5,65,,,0,4,7,2,19,21,subjective,Star Wars,,62,,20
19,at4i1bkp,12,2,1200,,,0,5,7,2,19,21,objective,The Weight of an Ox,1233,1210,,20
20,o7kn0d5q,11,4,1000,,,0,5,7,2,19,21,objective,The Weight of an Ox,1233,1210,,20
21,ium8u4yn,13.5,1,25,,,0,6,7,2,19,21,subjective,Thirst,,34.4,,20
22,uzg56stl,14,2,50,,,0,6,7,2,19,21,subjective,Thirst,,34.4,,20
23,jliixcgf,4.5,4,50,,,0,6,7,2,19,21,subjective,Thirst,,34.4,,20
24,m8vk9e2o,16,5,37,,,0,6,7,2,19,21,subjective,Thirst,,34.4,,20
25,5551u6hb,12,3,10,,,0,6,7,2,19,21,subjective,Thirst,,34.4,,20
1,6lamhe53,13,1,500,,,3,2,7,3,19,21,objective,The Weight of an Ox,1233,563,775,21
2,o94nz35c,13.5,3,450,,,1.5,2,7,3,19,21,objective,The Weight of an Ox,1233,563,775,21
3,4iblv6uf,7.5,2,450,,Neutral,1.5,2,7,3,19,21,objective,The Weight of an Ox,1233,563,775,21
4,445x4xqn,13,4,775,,,5,2,7,3,19,21,objective,The Weight of an Ox,1233,563,775,21
5,hgesum5h,10.5,1,430,,,2,3,7,3,19,21,objective,Carbon Dioxide over Hawaii,409.01,425,410,21
6,fwo1nm5j,13,5,640,,,4,2,7,3,19,21,objective,The Weight of an Ox,1233,563,775,21
7,cfshrnv2,15.5,3,420,,,4,3,7,3,19,21,objective,Carbon Dioxide over Hawaii,409.01,425,410,21
8,qck7b3d8,12.5,2,440,,,1,3,7,3,19,21,objective,Carbon Dioxide over Hawaii,409.01,425,410,21
9,z5i2sd4h,11,4,410,,,5,3,7,3,19,21,objective,Carbon Dioxide over Hawaii,409.01,425,410,21
10,58jd0wja,10.5,5,425,,,3,3,7,3,19,21,objective,Carbon Dioxide over Hawaii,409.01,425,410,21
11,hi0514hp,9.5,2,20,,,0,4,7,3,19,21,subjective,Star Wars,,61.6,,21
12,tiz3qse6,13.5,1,70,,,0,4,7,3,19,21,subjective,Star Wars,,61.6,,21
13,7ddvv1y8,19,1,1240,,,4,5,7,3,19,21,objective,The Weight of an Ox,1233,1339,1230,21
14,c1m77a16,13.5,4,70,,,0,4,7,3,19,21,subjective,Star Wars,,61.6,,21
