"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Paying non-submitted hits","UPDATE-Paying non-submitted hits","CURRENT-CIBS_WoT_dots_4","UPDATE-CIBS_WoT_dots_4","CURRENT-CIBS_WoT_dots_3","UPDATE-CIBS_WoT_dots_3","CURRENT-CIBS_WoT_dots_2","UPDATE-CIBS_WoT_dots_2","CURRENT-CIBS_WoT_dots_1","UPDATE-CIBS_WoT_dots_1","CURRENT-CIBS_WoT_01_test","UPDATE-CIBS_WoT_01_test","CURRENT-CIBSGOR420180118","UPDATE-CIBSGOR420180118","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A21RPE98LFV13U","https://master-requester.mturk.com/workers/A21RPE98LFV13U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","Never Blocked","",""
"A21RQNM537MWMR","https://master-requester.mturk.com/workers/A21RQNM537MWMR","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A21S7MA9DCW95E","https://master-requester.mturk.com/workers/A21S7MA9DCW95E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A21SF3IKIZB0VN","https://master-requester.mturk.com/workers/A21SF3IKIZB0VN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","1","","Never Blocked","",""
"A21SIPO89DP66I","https://master-requester.mturk.com/workers/A21SIPO89DP66I","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A21SP7E5DFFX37","https://master-requester.mturk.com/workers/A21SP7E5DFFX37","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A21TGZU9EXJ272","https://master-requester.mturk.com/workers/A21TGZU9EXJ272","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A21UA6O7ZFAIQJ","https://master-requester.mturk.com/workers/A21UA6O7ZFAIQJ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A21UH7SXDBWWUM","https://master-requester.mturk.com/workers/A21UH7SXDBWWUM","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","1","","Never Blocked","",""
"A21UPL0DSB7OC5","https://master-requester.mturk.com/workers/A21UPL0DSB7OC5","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"A21V0SPZ59EEA0","https://master-requester.mturk.com/workers/A21V0SPZ59EEA0","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A21VFTNS5FSCL7","https://master-requester.mturk.com/workers/A21VFTNS5FSCL7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A21W6F6C08CWO7","https://master-requester.mturk.com/workers/A21W6F6C08CWO7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A21XNU0C2NYP0M","https://master-requester.mturk.com/workers/A21XNU0C2NYP0M","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A21ZMR7O42OSMI","https://master-requester.mturk.com/workers/A21ZMR7O42OSMI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A22051NK9RQ4FV","https://master-requester.mturk.com/workers/A22051NK9RQ4FV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","1","","Never Blocked","",""
"A221L64A30LW7Z","https://master-requester.mturk.com/workers/A221L64A30LW7Z","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","Never Blocked","",""
"A2223XYV804AY7","https://master-requester.mturk.com/workers/A2223XYV804AY7","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","1","","Never Blocked","",""
"A222AS1V52ZON4","https://master-requester.mturk.com/workers/A222AS1V52ZON4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A223AK6FEQWJ9U","https://master-requester.mturk.com/workers/A223AK6FEQWJ9U","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A223BBAD3U6QFR","https://master-requester.mturk.com/workers/A223BBAD3U6QFR","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A223DPMHIR6A0K","https://master-requester.mturk.com/workers/A223DPMHIR6A0K","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A223RS8UMIB17A","https://master-requester.mturk.com/workers/A223RS8UMIB17A","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"A224B7BAQ0MZSN","https://master-requester.mturk.com/workers/A224B7BAQ0MZSN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","","","","","","","Never Blocked","",""
"A224NTXWP9KWRB","https://master-requester.mturk.com/workers/A224NTXWP9KWRB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A2251NUVA69G7E","https://master-requester.mturk.com/workers/A2251NUVA69G7E","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A225FVGETXRWF1","https://master-requester.mturk.com/workers/A225FVGETXRWF1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A225S0ASM4NASF","https://master-requester.mturk.com/workers/A225S0ASM4NASF","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","","","","","","","Never Blocked","",""
"A22613LATQKY0C","https://master-requester.mturk.com/workers/A22613LATQKY0C","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A226A2RG04N2BF","https://master-requester.mturk.com/workers/A226A2RG04N2BF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2274R019E87YU","https://master-requester.mturk.com/workers/A2274R019E87YU","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A228457A3CMGYF","https://master-requester.mturk.com/workers/A228457A3CMGYF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2287HLNN9EZ56","https://master-requester.mturk.com/workers/A2287HLNN9EZ56","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A228NYVIW58UEZ","https://master-requester.mturk.com/workers/A228NYVIW58UEZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A229SEF35EGTSF","https://master-requester.mturk.com/workers/A229SEF35EGTSF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A229XT74DTMZZ9","https://master-requester.mturk.com/workers/A229XT74DTMZZ9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","","","","","Never Blocked","",""
"A229XT9LI49PQ4","https://master-requester.mturk.com/workers/A229XT9LI49PQ4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A22ABLVEI5EGPL","https://master-requester.mturk.com/workers/A22ABLVEI5EGPL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A22C3FJ6JK5XL2","https://master-requester.mturk.com/workers/A22C3FJ6JK5XL2","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A22C66TD0WMCIJ","https://master-requester.mturk.com/workers/A22C66TD0WMCIJ","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A22CRGH92DAWE7","https://master-requester.mturk.com/workers/A22CRGH92DAWE7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22CWM8NMS2HDD","https://master-requester.mturk.com/workers/A22CWM8NMS2HDD","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A22D5SCSQ6K2RP","https://master-requester.mturk.com/workers/A22D5SCSQ6K2RP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22DDO8NILSX6O","https://master-requester.mturk.com/workers/A22DDO8NILSX6O","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","1","","Never Blocked","",""
"A22E831P684LJZ","https://master-requester.mturk.com/workers/A22E831P684LJZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A22FBWRXFSRCYL","https://master-requester.mturk.com/workers/A22FBWRXFSRCYL","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","1","","","","","","Never Blocked","",""
"A22FYEGZ5QLW37","https://master-requester.mturk.com/workers/A22FYEGZ5QLW37","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22G3IFRURGMBT","https://master-requester.mturk.com/workers/A22G3IFRURGMBT","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"A22H99VR12A13Q","https://master-requester.mturk.com/workers/A22H99VR12A13Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22HREFDIY7AZN","https://master-requester.mturk.com/workers/A22HREFDIY7AZN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A22I3KEFJTF1SK","https://master-requester.mturk.com/workers/A22I3KEFJTF1SK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22IWDWSYWG7OW","https://master-requester.mturk.com/workers/A22IWDWSYWG7OW","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A22J2E6M5G30O9","https://master-requester.mturk.com/workers/A22J2E6M5G30O9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22KRF782ELLB0","https://master-requester.mturk.com/workers/A22KRF782ELLB0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","1","","1","","Never Blocked","",""
"A22LKT21TMVRDR","https://master-requester.mturk.com/workers/A22LKT21TMVRDR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22M5CCNFCD6JR","https://master-requester.mturk.com/workers/A22M5CCNFCD6JR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22MEVRYHR4HQI","https://master-requester.mturk.com/workers/A22MEVRYHR4HQI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22MUJVQSXSB7W","https://master-requester.mturk.com/workers/A22MUJVQSXSB7W","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A22NE60PJ6SIGY","https://master-requester.mturk.com/workers/A22NE60PJ6SIGY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","","","","","Never Blocked","",""
"A22NRRG4Q7RA6D","https://master-requester.mturk.com/workers/A22NRRG4Q7RA6D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"A22ON3MIIG0IJA","https://master-requester.mturk.com/workers/A22ON3MIIG0IJA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A22P2N8LU0RE1J","https://master-requester.mturk.com/workers/A22P2N8LU0RE1J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","","","","","","","Never Blocked","",""
"A22PQO8PDZJTVM","https://master-requester.mturk.com/workers/A22PQO8PDZJTVM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A22Q1PM1ASTRW9","https://master-requester.mturk.com/workers/A22Q1PM1ASTRW9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22Q2NUNHP6HMT","https://master-requester.mturk.com/workers/A22Q2NUNHP6HMT","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A22QD6M0A2C77C","https://master-requester.mturk.com/workers/A22QD6M0A2C77C","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","1","","Never Blocked","",""
"A22RFAHCFQPJBF","https://master-requester.mturk.com/workers/A22RFAHCFQPJBF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22RQ0UTH584BZ","https://master-requester.mturk.com/workers/A22RQ0UTH584BZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22UXRRYA0V2O5","https://master-requester.mturk.com/workers/A22UXRRYA0V2O5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","","","","","Never Blocked","",""
"A22VT515WQ4SQ8","https://master-requester.mturk.com/workers/A22VT515WQ4SQ8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A22WWSTT8TU7G1","https://master-requester.mturk.com/workers/A22WWSTT8TU7G1","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"A22X2UCMM5IB2U","https://master-requester.mturk.com/workers/A22X2UCMM5IB2U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A22X4H4XWMRFG7","https://master-requester.mturk.com/workers/A22X4H4XWMRFG7","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A22XK2FSFIAAFG","https://master-requester.mturk.com/workers/A22XK2FSFIAAFG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A22Z03NU5RN6AZ","https://master-requester.mturk.com/workers/A22Z03NU5RN6AZ","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","1","","1","","","","Never Blocked","",""
"A22Z2G4QSIZVVB","https://master-requester.mturk.com/workers/A22Z2G4QSIZVVB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A22ZVP9PT7X7I4","https://master-requester.mturk.com/workers/A22ZVP9PT7X7I4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A2309F1W6LTPF6","https://master-requester.mturk.com/workers/A2309F1W6LTPF6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","Never Blocked","",""
"A230LW8DXN3LQ5","https://master-requester.mturk.com/workers/A230LW8DXN3LQ5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A230VUDYOCRZ4N","https://master-requester.mturk.com/workers/A230VUDYOCRZ4N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A230X3LM658NNV","https://master-requester.mturk.com/workers/A230X3LM658NNV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2317PCB2IGHUC","https://master-requester.mturk.com/workers/A2317PCB2IGHUC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2328Z43X3IQDI","https://master-requester.mturk.com/workers/A2328Z43X3IQDI","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"A232KB6BKXTLR","https://master-requester.mturk.com/workers/A232KB6BKXTLR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A233SPWF36A8TP","https://master-requester.mturk.com/workers/A233SPWF36A8TP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A233UQZAI83ZHL","https://master-requester.mturk.com/workers/A233UQZAI83ZHL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2341KCW7BI2NS","https://master-requester.mturk.com/workers/A2341KCW7BI2NS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","1","","","","","","Never Blocked","",""
"A234ILZHWJNB3H","https://master-requester.mturk.com/workers/A234ILZHWJNB3H","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A234VIHHUHPZG5","https://master-requester.mturk.com/workers/A234VIHHUHPZG5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A235SNWKN0D4XP","https://master-requester.mturk.com/workers/A235SNWKN0D4XP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2376EB1Z1LU96","https://master-requester.mturk.com/workers/A2376EB1Z1LU96","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A23782O23HSPLA","https://master-requester.mturk.com/workers/A23782O23HSPLA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A237SO0Y2E3XFT","https://master-requester.mturk.com/workers/A237SO0Y2E3XFT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","1","","Never Blocked","",""
"A2390NCYTC6A6T","https://master-requester.mturk.com/workers/A2390NCYTC6A6T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A23932BPI1NFXV","https://master-requester.mturk.com/workers/A23932BPI1NFXV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A239FEW64JFNT2","https://master-requester.mturk.com/workers/A239FEW64JFNT2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A23A1WMFNPETYQ","https://master-requester.mturk.com/workers/A23A1WMFNPETYQ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","1","","Never Blocked","",""
"A23AP978617EJS","https://master-requester.mturk.com/workers/A23AP978617EJS","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A23BMD8M0RLV77","https://master-requester.mturk.com/workers/A23BMD8M0RLV77","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A23BWCKFCNBXRX","https://master-requester.mturk.com/workers/A23BWCKFCNBXRX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","1","","","","","","Never Blocked","",""
"A23C0K84LJ5ZV3","https://master-requester.mturk.com/workers/A23C0K84LJ5ZV3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A23COQKRPVRHE6","https://master-requester.mturk.com/workers/A23COQKRPVRHE6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A23EIQZZBRUD7M","https://master-requester.mturk.com/workers/A23EIQZZBRUD7M","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A23EWFNNOUS10B","https://master-requester.mturk.com/workers/A23EWFNNOUS10B","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A23FFG7ZKVBI5Z","https://master-requester.mturk.com/workers/A23FFG7ZKVBI5Z","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"A23FIUOUMR9Y2L","https://master-requester.mturk.com/workers/A23FIUOUMR9Y2L","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","1","","1","","","","Never Blocked","",""
"A23H3UWAXG2CNO","https://master-requester.mturk.com/workers/A23H3UWAXG2CNO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A23H7XNZHF8JQY","https://master-requester.mturk.com/workers/A23H7XNZHF8JQY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A23HP4SWL07A5S","https://master-requester.mturk.com/workers/A23HP4SWL07A5S","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"A23J8114LZD14B","https://master-requester.mturk.com/workers/A23J8114LZD14B","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A23KAJRDVCVGOE","https://master-requester.mturk.com/workers/A23KAJRDVCVGOE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","1","","Never Blocked","",""
"A23KB5AO13NF7W","https://master-requester.mturk.com/workers/A23KB5AO13NF7W","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A23KWI5P9WYEBZ","https://master-requester.mturk.com/workers/A23KWI5P9WYEBZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A23ML90HYMEJU","https://master-requester.mturk.com/workers/A23ML90HYMEJU","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","1","","","","Never Blocked","",""
"A23MOF1WG1Z6KB","https://master-requester.mturk.com/workers/A23MOF1WG1Z6KB","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A23N6E484843NZ","https://master-requester.mturk.com/workers/A23N6E484843NZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A23NJOKU9E2EPA","https://master-requester.mturk.com/workers/A23NJOKU9E2EPA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A23NRUJRQE6D8Y","https://master-requester.mturk.com/workers/A23NRUJRQE6D8Y","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","1","","","","","","Never Blocked","",""
"A23NX7BSSB2MJE","https://master-requester.mturk.com/workers/A23NX7BSSB2MJE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A23OLPUAPTALPG","https://master-requester.mturk.com/workers/A23OLPUAPTALPG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"A23OR0D1FCUVMM","https://master-requester.mturk.com/workers/A23OR0D1FCUVMM","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","","","1","","1","","Never Blocked","",""
"A23OS0HQ12VVOR","https://master-requester.mturk.com/workers/A23OS0HQ12VVOR","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A23OWTM4N480J","https://master-requester.mturk.com/workers/A23OWTM4N480J","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","1","","1","","","","Never Blocked","",""
"A23PQJUIR4E95E","https://master-requester.mturk.com/workers/A23PQJUIR4E95E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A23Q59BPTL9BIG","https://master-requester.mturk.com/workers/A23Q59BPTL9BIG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A23Q6NRA1R0M2B","https://master-requester.mturk.com/workers/A23Q6NRA1R0M2B","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","Never Blocked","",""
"A23R7BFNJWDB3J","https://master-requester.mturk.com/workers/A23R7BFNJWDB3J","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A23RGQKZ0PPC46","https://master-requester.mturk.com/workers/A23RGQKZ0PPC46","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A23RZ582BJKDRI","https://master-requester.mturk.com/workers/A23RZ582BJKDRI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A23S3TBFRILU5H","https://master-requester.mturk.com/workers/A23S3TBFRILU5H","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","1","","Never Blocked","",""
"A23T45LD2D70DN","https://master-requester.mturk.com/workers/A23T45LD2D70DN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A23TGEQ4CG90PA","https://master-requester.mturk.com/workers/A23TGEQ4CG90PA","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","1","","","","1","","Never Blocked","",""
"A23USYMEIHSTMA","https://master-requester.mturk.com/workers/A23USYMEIHSTMA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A23WCDJKAT0RN5","https://master-requester.mturk.com/workers/A23WCDJKAT0RN5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A23WJFDU44MVHY","https://master-requester.mturk.com/workers/A23WJFDU44MVHY","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A23X4F21UBG3ZZ","https://master-requester.mturk.com/workers/A23X4F21UBG3ZZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A23X9GJ1DMZTXI","https://master-requester.mturk.com/workers/A23X9GJ1DMZTXI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A23XF0FWALCX83","https://master-requester.mturk.com/workers/A23XF0FWALCX83","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A23XJ8I86R0O3B","https://master-requester.mturk.com/workers/A23XJ8I86R0O3B","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","1","","Never Blocked","",""
"A23XR87ATML7A2","https://master-requester.mturk.com/workers/A23XR87ATML7A2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
